ASPX File Path,ASP.NET Module,Category,Django App,App Exists,Migration Status,Has Views,Has URLs,Has Templates,Playwright Test,Test File,Notes
Module/Accounts/Transactions/Credit_Note.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CreditorsDebitors.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CreditorsDebitors_InDetailList.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CreditorsDebitors_InDetailView.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/CurrentLiabilities.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Dashboard.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/Debit_Note.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/IOU_PaymentReceipt.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/MailMerge.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/OldCSBillBooking_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/OldCSBillBooking_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/PendingForInvoice_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/PendingForInvoice_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ProformaInvoice_Delete.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ProformaInvoice_Delete_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ProformaInvoice_Edit.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ProformaInvoice_Edit_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ProformaInvoice_New.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ProformaInvoice_New_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ProformaInvoice_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ProformaInvoice_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SalesInvoice_Dashboard.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SalesInvoice_Delete.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SalesInvoice_Delete_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SalesInvoice_Edit.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SalesInvoice_Edit_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SalesInvoice_New.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SalesInvoice_New_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SalesInvoice_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SalesInvoice_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ServiceTaxInvoice_Dashboard.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ServiceTaxInvoice_Delete.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ServiceTaxInvoice_Delete_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ServiceTaxInvoice_Edit.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ServiceTaxInvoice_Edit_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ServiceTaxInvoice_New.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ServiceTaxInvoice_New_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ServiceTaxInvoice_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/ServiceTaxInvoice_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SundryCreditors.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SundryCreditors_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SundryCreditors_InDetailList.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/SundryCreditors_InDetailView.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/TourVoucher.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/TourVoucher_Delete.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/TourVoucher_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/TourVoucher_Edit.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/TourVoucher_Edit_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/TourVoucher_Print.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/TourVoucher_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Accounts/Transactions/oldSalesInvoice_Print_Details.aspx,Accounts,Transactions,accounts,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Appriatiate/Appraisal.aspx,Appriatiate,Root,appriatiate,No,App Not Created,No,No,No,No,,"Django app ""appriatiate"" does not exist"
Module/Appriatiate/Apprisal_Form.aspx,Appriatiate,Root,appriatiate,No,App Not Created,No,No,No,No,,"Django app ""appriatiate"" does not exist"
Module/Appriatiate/Apprisal_View.aspx,Appriatiate,Root,appriatiate,No,App Not Created,No,No,No,No,,"Django app ""appriatiate"" does not exist"
Module/Chatting/ChatWindow.aspx,Chatting,Root,core,Yes,Partially Migrated,Yes,Yes,Yes,No,,App exists but specific feature not found
Module/Chatting/Chatroom.aspx,Chatting,Root,core,Yes,Partially Migrated,Yes,Yes,Yes,No,,App exists but specific feature not found
Module/DailyReportingSystem/Dashbord.aspx,DailyReportingSystem,Root,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Default.aspx,DailyReportingSystem,Root,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/Daily_Reporting_Tracker_System.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/Design_Plan.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/Design_Plan_Delete.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/Design_Plan_Delete_Deatails.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/Design_Plan_Edit.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/Design_Plan_Edit_Details.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/Design_Plan_New.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/Manufacturing_Plan.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/Manufacturing_Plan_Delete.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/Manufacturing_Plan_Edit.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/Manufacturing_Plan_new.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/VENDOR_PLAN.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/VENDOR_PLAN_Delete.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/VENDOR_PLAN_Edit.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Masters/VENDOR_PLAN_New.aspx,DailyReportingSystem,Masters,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Reports/DEPARTMENTAL_WORKING_PLAN.aspx,DailyReportingSystem,Reports,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Reports/Departmental_Working_Plan_Wo_Wise.aspx,DailyReportingSystem,Reports,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Reports/Detail_Project_Plan.aspx,DailyReportingSystem,Reports,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Reports/Indivisual_Working_Plan.aspx,DailyReportingSystem,Reports,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Reports/ProjectSummery.aspx,DailyReportingSystem,Reports,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Reports/Report1.aspx,DailyReportingSystem,Reports,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Reports/Report2.aspx,DailyReportingSystem,Reports,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Reports/Report3.aspx,DailyReportingSystem,Reports,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Reports/Report4.aspx,DailyReportingSystem,Reports,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/DailyReportingSystem/Reports/test.aspx,DailyReportingSystem,Reports,daily_report_system,Yes,Not Migrated,No,Yes,Yes,No,,App exists but no views.py found
Module/Dashboard.aspx,Dashboard.aspx,Root,dashboard.aspx,No,App Not Created,No,No,No,No,,"Django app ""dashboard.aspx"" does not exist"
