Id,MId,MRNNo,ItemId,DeptId,WONo,RetQty,Remarks
13339,2447,0015,59200,1,N0179,3.0,
13340,2447,0015,2002,1,n0179,1.0,
13341,2447,0015,2038,1,n0179,1.0,
13342,2448,0016,6599,1,n0179,125.0,
13343,2448,0016,6601,1,n0179,50.0,
13344,2448,0016,22602,1,N0179,8.0,
13345,2448,0016,6262,1,N0179,1.0,
13346,2448,0016,9499,1,n0179,67.0,
13347,2449,0017,41134,2,,62.0,actual stock
13348,2449,0017,41114,2,,36.0,actual stock
13349,2449,0017,13755,2,,57.0,actual stock
13350,2449,0017,13760,2,,75.0,actual stock
13351,2449,0017,13761,2,,45.0,actual stock
13352,2449,0017,41112,2,,6.0,actual stock
13353,2449,0017,13765,2,,39.0,actual stock
13354,2449,0017,13763,2,,14.0,actual stock
13355,2449,0017,13764,2,,13.0,actual stock
13356,2449,0017,13766,2,,27.0,actual stock
13357,2449,0017,13758,2,,21.0,actual stock
13358,2449,0017,24756,2,,44.0,actual stock
13359,2449,0017,13756,2,,65.0,actual stock
13360,2449,0017,13762,2,,17.0,actual stock
13361,2449,0017,13757,2,,25.0,actual stock
13362,2450,0018,59981,1,N0175,1.0,-
13363,2450,0018,59979,1,N0175,1.0,-
13364,2450,0018,59788,1,N0175,1.0,-
13365,2450,0018,59574,1,N0175,1.0,-
13366,2450,0018,59980,1,N0175,1.0,-
13367,2450,0018,59978,1,N0175,1.0,-
13368,2450,0018,59458,1,N0175,1.0,-
13369,2450,0018,59549,1,N0175,2.0,-
13370,2451,0019,59470,1,N0175,1.0,-
13371,2451,0019,59948,1,N0175,1.0,-
13372,2451,0019,59937,1,N0175,1.0,-
13373,2451,0019,59903,1,N0175,1.0,-
13374,2451,0019,59559,1,N0175,1.0,-
13375,2451,0019,59853,1,N0175,1.0,-
13376,2451,0019,59805,1,N0175,1.0,-
13377,2451,0019,59806,1,N0175,1.0,-
13378,2452,0020,59907,1,N0175,1.0,-
13379,2452,0020,59961,1,N0175,1.0,-
13380,2452,0020,59945,1,N0175,1.0,-
13381,2452,0020,59974,1,N0175,1.0,-
13382,2452,0020,59910,1,N0175,1.0,-
13383,2453,0021,59015,1,N0179,2.0,-
13384,2453,0021,59057,1,N0179,6.0,-
13385,2453,0021,59042,1,N0179,2.0,-
13386,2453,0021,59130,1,N0179,1.0,-
13387,2453,0021,59178,1,N0179,1.0,-
13388,2453,0021,59194,1,N0179,1.0,-
13389,2454,0022,59016,1,N0179,4.0,-
13390,2454,0022,59893,1,N0179,2.0,-
13391,2454,0022,59022,1,N0179,2.0,-
13392,2454,0022,59892,1,N0179,2.0,-
13393,2455,0023,59705,1,N0179,8.0,-
13394,2455,0023,59706,1,N0179,2.0,-
13395,2456,0024,59707,1,N0179,8.0,-
13396,2457,0025,59056,1,N0179,1.0,-
13397,2458,0026,58453,1,N0179,12.0,-
13398,2459,0027,58453,1,N0179,4.0,-
13399,2460,0028,58453,1,N0179,8.0,-
13400,2461,0029,59023,1,N0179,1.0,-
13401,2462,0030,59154,1,N0179,1.0,-
13402,2463,0031,59456,1,N0175,2.0,-
13403,2463,0031,59794,1,N0175,1.0,-
13404,2463,0031,59801,1,N0175,1.0,-
13405,2463,0031,59934,1,N0175,1.0,-
13406,2463,0031,59472,1,N0175,1.0,-
13407,2463,0031,59955,1,N0175,1.0,-
13408,2463,0031,59464,1,N0175,1.0,-
13409,2464,0032,6025,3,,153.0,-
13410,2464,0032,5999,3,,54.0,-
13411,2464,0032,5653,3,,13.0,-
13412,2464,0032,5654,3,,7.0,-
13413,2464,0032,5600,3,,416.0,-
13414,2464,0032,6045,3,,16.0,-
13415,2464,0032,10989,3,,44.0,-
13416,2464,0032,5722,3,,17.0,-
13417,2464,0032,5686,3,,24.0,-
13418,2464,0032,5650,3,,99.0,-
13419,2464,0032,5652,2,,167.0,-
13420,2464,0032,7187,3,,12.0,-
13421,2465,0033,59904,1,N0175,1.0,-
13422,2465,0033,59631,1,N0175,1.0,-
13423,2465,0033,59546,1,N0175,4.0,-
13424,2465,0033,59986,1,N0175,2.0,-
13425,2465,0033,59473,1,N0175,1.0,-
13426,2465,0033,59504,1,N0175,1.0,-
13427,2465,0033,59499,1,N0175,1.0,-
13428,2465,0033,59951,1,N0175,1.0,-
13429,2465,0033,59768,1,N0175,1.0,-
13430,2465,0033,59939,1,N0175,1.0,-
13431,2466,0034,59632,1,N0175,2.0,-
13432,2466,0034,59497,1,N0175,2.0,-
13433,2466,0034,59471,1,N0175,1.0,-
13434,2466,0034,59463,1,N0175,1.0,-
13435,2466,0034,59563,1,N0175,1.0,-
13436,2466,0034,59846,1,N0175,1.0,-
13437,2466,0034,59457,1,N0175,1.0,-
13438,2466,0034,59630,1,N0175,2.0,-
13439,2466,0034,59555,1,N0175,1.0,-
13440,2467,0035,59133,1,N0179,1.0,-
13441,2467,0035,59060,1,N0179,5.0,-
13442,2467,0035,59112,1,N0179,2.0,-
13443,2467,0035,59149,1,N0179,2.0,-
13444,2467,0035,59024,1,N0179,2.0,-
13445,2468,0036,59508,1,N0175,1.0,-
13446,2469,0037,59506,1,N0175,1.0,-
13447,2469,0037,58229,1,N0175,1.0,-
13448,2469,0037,59584,1,N0175,1.0,-
13449,2469,0037,59509,1,N0175,1.0,-
13450,2469,0037,59585,1,N0175,1.0,-
13451,2469,0037,59717,1,N0175,2.0,-
13452,2469,0037,59586,1,N0175,1.0,-
13453,2469,0037,59617,1,N0175,5.0,-
13454,2469,0037,59851,1,N0175,2.0,-
13455,2469,0037,59721,1,N0175,2.0,-
13456,2469,0037,59547,1,N0175,2.0,-
13457,2469,0037,59619,1,N0175,1.0,-
13458,2469,0037,59850,1,N0175,2.0,-
13459,2470,0038,58230,1,N0175,1.0,-
13460,2471,0039,59857,1,N0175,1.0,-
13461,2471,0039,59888,1,N0175,2.0,-
13462,2471,0039,59754,1,N0175,1.0,-
13463,2471,0039,57905,1,N0175,1.0,-
13464,2471,0039,59570,1,N0175,1.0,-
13465,2471,0039,59537,1,N0175,1.0,-
13466,2471,0039,59733,1,N0175,2.0,-
13467,2471,0039,59577,1,N0175,1.0,-
13468,2471,0039,59771,1,N0175,1.0,-
13469,2471,0039,59467,1,N0175,1.0,-
13470,2471,0039,59634,1,N0175,2.0,-
13471,2471,0039,59635,1,N0175,2.0,-
13472,2471,0039,59474,1,N0175,1.0,-
13473,2471,0039,59622,1,N0175,1.0,-
13474,2472,0040,60064,1,N0176,4.0,-
13475,2473,0041,58170,1,N0176,1.0,-
13476,2473,0041,58110,1,N0176,1.0,-
13477,2473,0041,58109,1,N0176,1.0,-
13478,2473,0041,57716,1,N0176,3.0,-
13479,2473,0041,58019,1,N0176,1.0,-
13480,2473,0041,57693,1,N0176,2.0,-
13481,2473,0041,57896,1,N0176,2.0,-
13482,2473,0041,57563,1,N0176,1.0,-
13483,2473,0041,57561,1,N0176,1.0,-
13484,2474,0042,57354,1,N0176,2.0,-
13485,2475,0043,59753,1,N0175,2.0,-
13486,2475,0043,58188,1,N0175,2.0,-
13487,2475,0043,59802,1,N0175,1.0,-
13488,2475,0043,59772,1,N0175,1.0,-
13489,2475,0043,58224,1,N0175,1.0,-
13490,2475,0043,58327,1,N0175,1.0,-
13491,2475,0043,59761,1,N0175,1.0,-
13492,2475,0043,59621,1,N0175,5.0,-
13493,2475,0043,59468,1,N0175,1.0,-
13494,2475,0043,59723,1,N0175,2.0,-
13495,2475,0043,58334,1,N0175,1.0,-
13496,2475,0043,57913,1,N0175,1.0,-
13497,2475,0043,57917,1,N0175,1.0,-
13498,2475,0043,57916,1,N0175,1.0,-
13499,2475,0043,59496,1,N0175,2.0,-
13500,2475,0043,59500,1,N0175,2.0,-
13501,2475,0043,59774,1,N0175,5.0,-
13502,2476,0044,57908,1,N0175,1.0,-
13503,2476,0044,59773,1,N0175,1.0,-
13504,2476,0044,59913,1,N0175,1.0,-
13505,2476,0044,59973,1,N0175,1.0,-
13506,2476,0044,59536,1,N0175,2.0,-
13507,2477,0045,60326,1,N0175,1.0,-
13508,2478,0046,59926,1,N0175,2.0,-
13509,2478,0046,59946,1,N0175,1.0,-
13510,2478,0046,59933,1,N0175,1.0,-
13511,2478,0046,59957,1,N0175,1.0,-
13512,2479,0047,58199,1,N0175,1.0,-
13513,2480,0048,5547,1,,14.0,-
13514,2480,0048,5561,1,,50.0,-
13515,2480,0048,7647,2,,46.0,-
13516,2480,0048,6377,1,,93.0,-
13517,2481,0049,5646,2,,153.0,-
13518,2481,0049,7187,2,,11.0,-
13519,2481,0049,58880,2,,491.0,-
13520,2481,0049,5649,2,,193.0,-
13521,2481,0049,5684,2,,79.0,-
13522,2481,0049,5641,2,,12.0,-
13523,2481,0049,6354,2,,20.0,-
13524,2481,0049,7581,2,,61.0,-
13525,2481,0049,7026,2,,12.0,-
13526,2481,0049,6025,2,,70.0,-
13527,2481,0049,6325,2,,134.0,-
13528,2481,0049,6319,2,,14.0,-
13529,2481,0049,4916,2,,25.0,-
13530,2481,0049,4964,2,,3.0,-
13531,2481,0049,4961,2,,5.0,-
13532,2481,0049,4575,2,,54.0,-
13533,2481,0049,4857,2,,17.0,-
13534,2481,0049,17407,2,,33.0,-
13535,2481,0049,4922,1,,22.0,-
13536,2481,0049,4854,2,,9.0,-
13537,2481,0049,6315,2,,60.0,-
13538,2481,0049,4535,2,,8.0,-
13539,2481,0049,4880,2,,16.0,-
13540,2481,0049,4879,2,,22.0,-
13541,2481,0049,23448,2,,87.0,-
13542,2481,0049,4597,2,,6.0,-
13543,2481,0049,7440,2,,10.0,-
13544,2482,0050,6572,5,,75.0,ACTUAL STOCK
13545,2482,0050,8126,5,,120.0,actual stock
13546,2482,0050,7263,5,,129.0,actual stock
13547,2483,0051,7291,1,,11.0,-
13548,2483,0051,7102,1,,11.0,-
13549,2483,0051,11745,1,,10.0,-
13550,2483,0051,5683,1,,8.0,-
13551,2484,0052,5601,1,,108.0,-
13552,2484,0052,5649,1,,107.0,-
13553,2484,0052,5650,1,,16.0,-
13554,2484,0052,5651,1,,17.0,-
13555,2484,0052,5653,1,,14.0,-
13556,2484,0052,5657,1,,17.0,-
13557,2485,0053,5497,1,,6.0,-
13558,2485,0053,5685,1,,200.0,-
13559,2485,0053,5688,1,,4.0,-
13560,2485,0053,5694,1,,16.0,-
13561,2485,0053,5710,1,,176.0,-
13562,2485,0053,5748,1,,4.0,-
13563,2485,0053,5776,1,,4.0,-
13564,2486,0054,59798,1,N0175,1.0,-
13565,2486,0054,59786,1,N0175,1.0,-
13566,2486,0054,59797,1,N0175,1.0,-
13567,2486,0054,58228,1,N0175,2.0,-
13568,2486,0054,59787,1,N0175,1.0,-
13569,2486,0054,59593,1,N0175,1.0,-
13570,2486,0054,59610,1,N0175,1.0,-
13571,2486,0054,59564,1,N0175,2.0,-
13572,2486,0054,59561,1,N0175,1.0,-
13573,2486,0054,59556,1,N0175,1.0,-
13574,2486,0054,58330,1,N0175,1.0,-
13575,2486,0054,59952,1,N0175,1.0,-
13576,2486,0054,59719,1,N0175,2.0,-
13577,2486,0054,59954,1,N0175,1.0,-
13578,2486,0054,59940,1,N0175,1.0,-
13579,2486,0054,59941,1,N0175,1.0,-
13580,2486,0054,59598,1,N0175,1.0,-
13581,2487,0055,59569,1,N0175,2.0,-
13582,2487,0055,59889,1,N0175,1.0,-
13583,2488,0056,58186,1,N0175,1.0,-
13584,2488,0056,59770,1,N0175,1.0,-
13585,2488,0056,59769,1,N0175,1.0,-
13586,2488,0056,59567,1,N0175,2.0,-
13587,2488,0056,59925,1,N0175,1.0,-
13588,2488,0056,59742,1,N0175,1.0,-
13589,2488,0056,59736,1,N0175,4.0,-
13590,2488,0056,59972,1,N0175,1.0,-
13591,2489,0057,57918,1,N0175,1.0,-
13592,2489,0057,59620,1,N0175,5.0,-
13593,2489,0057,59633,1,N0175,1.0,-
13594,2490,0058,59583,1,N0175,1.0,-
13595,2490,0058,59905,1,N0175,1.0,-
13596,2490,0058,58187,1,N0175,2.0,-
13597,2490,0058,59465,1,N0175,1.0,-
13598,2491,0059,57016,1,N0169,1.0,-
13599,2491,0059,57017,1,N0169,1.0,-
13600,2491,0059,57051,1,N0169,2.0,-
13601,2492,0060,59117,1,N0179,25.0,-
13602,2492,0060,59372,1,N0179,5.0,-
13603,2492,0060,60354,1,N0179,2.0,-
13604,2493,0061,59796,1,N0175,1.0,-
13605,2493,0061,59795,1,N0175,1.0,-
13606,2493,0061,59856,1,N0175,1.0,-
13607,2493,0061,59964,1,N0175,1.0,-
13608,2493,0061,59720,1,N0175,2.0,-
13609,2494,0062,59942,1,N0175,1.0,-
13610,2494,0062,59760,1,N0175,3.0,-
13611,2494,0062,59950,1,N0175,1.0,-
13612,2494,0062,58335,1,N0175,1.0,-
13613,2494,0062,57914,1,N0175,1.0,-
13614,2495,0063,59976,1,N0175,1.0,-
13615,2496,0064,6029,1,,1726.0,-
13616,2497,0065,5789,1,,15.0,-
13617,2497,0065,5686,1,,30.0,-
13618,2497,0065,5683,1,,16.0,-
13619,2498,0066,5661,1,,3.0,-
13620,2498,0066,5647,1,,57.0,-
13621,2498,0066,5576,1,,28.0,-
13622,2498,0066,5603,1,,108.0,-
13623,2498,0066,6583,1,,49.0,-
13624,2498,0066,6571,1,,21.0,-
13625,2498,0066,7195,1,,4.0,-
13626,2498,0066,6591,1,,3.0,-
13627,2498,0066,6605,1,,3.0,-
13628,2498,0066,6589,1,,184.0,-
13629,2498,0066,11857,1,,2.0,-
13630,2498,0066,6626,1,,5.0,-
13631,2498,0066,6903,1,,31.0,-
13632,2498,0066,6660,1,,2.0,-
13633,2498,0066,6895,1,,35.0,-
13634,2498,0066,7138,1,,2.0,-
13635,2498,0066,7322,1,,5.0,-
13636,2498,0066,7291,1,,11.0,-
13637,2498,0066,7356,1,,500.0,-
13638,2498,0066,5940,1,,40.0,-
13639,2498,0066,5947,1,,37.0,-
13640,2498,0066,5941,1,,56.0,-
13641,2498,0066,5956,1,,59.0,-
13642,2498,0066,5958,1,,13.0,-
13643,2498,0066,5997,1,,8.0,-
13644,2499,0067,6295,1,,102.0,-
13645,2499,0067,6324,1,,19.0,-
13646,2500,0068,6326,1,,22.0,-
13647,2500,0068,6390,1,,653.0,-
13648,2500,0068,6394,1,,24.0,-
13649,2500,0068,6396,1,,57.0,-
13650,2500,0068,6397,1,,32.0,-
13651,2500,0068,6398,1,,17.0,-
13652,2501,0069,6415,1,,242.0,-
13653,2501,0069,6438,1,,170.0,-
13654,2501,0069,7187,1,,464.0,-
13655,2501,0069,7190,1,,100.0,-
13656,2501,0069,7197,1,,23.0,-
13657,2501,0069,6572,1,,724.0,-
13658,2501,0069,6850,1,,24.0,-
13659,2501,0069,7136,1,,3.0,-
13660,2501,0069,7150,1,,16.0,-
13661,2502,0070,7631,1,,33.0,-
13662,2502,0070,7866,1,,2.0,-
13663,2502,0070,6335,1,,231.0,-
13664,2502,0070,7498,1,,4.0,-
13665,2502,0070,6839,1,,56.0,-
13666,2502,0070,6849,1,,151.0,-
13667,2502,0070,7026,1,,406.0,-
13668,2502,0070,6369,1,,3.0,-
13669,2502,0070,6447,1,,13.0,-
13670,2502,0070,7093,1,,4.0,-
13671,2502,0070,7099,1,,10.0,-
13672,2502,0070,6042,1,,654.0,-
13673,2503,0071,59224,1,N0179,42.0,-
13674,2504,0072,58137,1,N0176,1.0,-
13675,2504,0072,58001,1,N0176,1.0,-
13676,2504,0072,57887,1,N0176,2.0,-
13677,2504,0072,57987,1,N0176,2.0,-
13678,2505,0073,59094,1,n0179,4.0,
13679,2505,0073,55615,1,n0179,4.0,with gear box
13680,2506,0074,54647,2,,1.0,-
13681,2507,0075,7231,2,,10.0,-
13682,2508,0076,5555,2,,1.0,testing
13683,2509,0077,6573,2,,16.0,testing
13684,2510,0078,60581,1,N0155,1.0,-
13685,2510,0078,60582,1,N0155,1.0,-
13686,2510,0078,60583,1,N0155,1.0,-
13687,2510,0078,60584,1,N0155,1.0,-
13688,2510,0078,60585,1,N0155,1.0,-
13689,2510,0078,60586,1,N0155,1.0,-
13690,2510,0078,60587,1,N0155,1.0,-
13691,2510,0078,60588,1,N0155,1.0,-
13692,2510,0078,60686,1,N0155,6.0,-
13693,2510,0078,60643,1,N0155,6.0,-
13694,2510,0078,60682,1,N0155,2.0,-
13695,2510,0078,60710,1,N0155,2.0,-
13696,2510,0078,60728,1,N0155,8.0,-
13697,2511,0079,59345,2,,11.0,-
13698,2511,0079,59864,2,,6.0,-
13699,2511,0079,59347,2,,70.0,-
13700,2511,0079,59865,2,,3.0,-
13701,2511,0079,59346,2,,22.0,-
13702,2511,0079,59344,2,,22.0,-
13703,2511,0079,59342,2,,7.0,-
13704,2511,0079,59341,2,,4.0,-
13705,2512,0080,10397,2,,34.0,-
13706,2512,0080,23503,2,,51.0,-
13707,2512,0080,10357,2,,99.0,-
13708,2512,0080,9918,2,,1.0,-
13709,2512,0080,58297,2,,1.0,-
13710,2512,0080,58298,2,,1.0,-
13711,2512,0080,23501,2,,2.0,-
13712,2513,0081,5649,1,,21.0,-
13713,2513,0081,5688,1,,11.0,-
13714,2513,0081,5640,1,,32.0,-
13715,2513,0081,5646,1,,29.0,-
13716,2513,0081,5789,1,,12.0,-
13717,2513,0081,5647,1,,13.0,-
13718,2513,0081,5656,1,,14.0,-
13719,2513,0081,5650,1,,331.0,-
13720,2513,0081,5781,1,,41.0,-
13721,2513,0081,5657,1,,5.0,-
13722,2513,0081,5660,1,,4.0,-
13723,2513,0081,5651,1,,72.0,-
13724,2513,0081,5785,1,,11.0,-
13725,2513,0081,5784,1,,10.0,-
13726,2513,0081,5684,1,,71.0,-
13727,2513,0081,5686,1,,53.0,-
13728,2513,0081,5685,1,,73.0,-
13729,2513,0081,5642,1,,12.0,-
13730,2513,0081,5648,1,,92.0,-
13731,2513,0081,5689,1,,12.0,-
13732,2513,0081,5655,1,,10.0,-
13733,2514,0082,7217,1,,43.0,-
13734,2514,0082,7218,1,,505.0,-
13735,2514,0082,7216,1,,423.0,-
13736,2514,0082,7274,1,,56.0,-
13737,2514,0082,7269,1,,124.0,-
13738,2514,0082,7263,1,,96.0,-
13739,2514,0082,7268,1,,55.0,-
13740,2515,0083,60600,1,N0155,1.0,-
13741,2515,0083,60601,1,N0155,1.0,-
13742,2515,0083,60602,1,N0155,1.0,-
13743,2515,0083,60603,1,N0155,1.0,-
13744,2515,0083,60604,1,N0155,1.0,-
13745,2515,0083,60605,1,N0155,1.0,-
13746,2515,0083,60726,1,N0155,3.0,-
13747,2515,0083,60727,1,N0155,3.0,-
13748,2515,0083,60645,1,N0155,1.0,-
13749,2515,0083,60685,1,N0155,1.0,-
13750,2515,0083,60616,1,N0155,1.0,-
13751,2515,0083,60618,1,N0155,1.0,-
13752,2516,0084,60764,1,N0155,2.0,-
13753,2516,0084,60771,1,N0155,2.0,-
13754,2516,0084,60742,1,N0155,2.0,-
13755,2516,0084,60749,1,N0155,2.0,-
13756,2516,0084,60756,1,N0155,2.0,-
13757,2516,0084,60805,1,N0155,2.0,-
13758,2517,0085,5593,1,,37.0,-
13759,2517,0085,5600,1,,68.0,-
13760,2517,0085,5646,1,,48.0,-
13761,2517,0085,5684,1,,31.0,-
13762,2517,0085,5685,1,,62.0,-
13763,2517,0085,5686,1,,29.0,-
13764,2517,0085,5721,1,,18.0,-
13766,2517,0085,5648,1,,28.0,-
13768,2517,0085,5651,1,,5.0,-
13769,2517,0085,5644,1,,12.0,-
13770,2517,0085,5657,1,,8.0,-
13771,2517,0085,5647,1,,14.0,-
13772,2517,0085,5650,1,,7.0,-
13774,2517,0085,5519,1,,19.0,-
13775,2517,0085,5590,1,,20.0,-
13776,2517,0085,5603,1,,8.0,-
13777,2517,0085,5683,1,,8.0,-
13778,2517,0085,5558,1,,16.0,-
13779,2517,0085,11856,1,,66.0,-
13780,2517,0085,7188,1,,70.0,-
13781,2517,0085,7189,1,,69.0,-
13782,2517,0085,7187,1,,30.0,-
13783,2517,0085,7191,1,,7.0,-
13784,2517,0085,6577,1,,21.0,-
13785,2517,0085,6573,1,,20.0,-
13786,2517,0085,6574,1,,20.0,-
13788,2517,0085,6583,1,,7.0,-
13789,2517,0085,6575,1,,32.0,-
13790,2517,0085,6672,1,,11.0,-
13791,2517,0085,6698,1,,10.0,-
13792,2517,0085,6239,1,,82.0,-
13793,2517,0085,6302,1,,36.0,-
13794,2517,0085,6293,1,,75.0,-
13795,2517,0085,6390,1,,10.0,-
13796,2517,0085,6835,1,,28.0,-
13797,2517,0085,7216,1,,24.0,-
13798,2517,0085,7218,1,,28.0,-
13799,2517,0085,7217,1,,20.0,-
13800,2517,0085,11949,1,,40.0,-
13801,2517,0085,11947,1,,67.0,-
13802,2517,0085,7268,1,,68.0,-
13803,2517,0085,7259,1,,90.0,-
13804,2517,0085,6027,1,,9.0,-
13805,2518,0086,16090,2,,1.0,-
13806,2519,0087,15200,1,,1.0,-
13807,2520,0088,60811,1,N0155,2.0,-
13808,2521,0089,60653,1,N0155,4.0,-
13809,2521,0089,60592,1,N0155,1.0,-
13810,2521,0089,60591,1,N0155,1.0,-
13811,2521,0089,60598,1,N0155,1.0,-
13812,2521,0089,60597,1,N0155,1.0,-
13813,2521,0089,60596,1,N0155,1.0,-
13814,2521,0089,60595,1,N0155,1.0,-
13815,2521,0089,60593,1,N0155,1.0,-
13816,2521,0089,60594,1,N0155,1.0,-
13817,2521,0089,60858,1,N0155,1.0,-
13818,2521,0089,60857,1,N0155,1.0,-
13819,2521,0089,60735,1,N0155,3.0,-
13820,2522,0090,60736,1,N0155,3.0,-
13821,2522,0090,60919,1,N0155,2.0,-
13822,2522,0090,60914,1,N0155,2.0,-
13823,2522,0090,60737,1,N0155,2.0,-
13824,2522,0090,60620,1,N0155,3.0,-
13825,2522,0090,60859,1,N0155,4.0,-
13826,2522,0090,60898,1,N0155,2.0,-
13827,2522,0090,60906,1,N0155,4.0,-
13828,2522,0090,60654,1,N0155,2.0,-
13829,2522,0090,60892,1,N0155,2.0,-
13830,2522,0090,60709,1,N0155,2.0,-
13831,2522,0090,60674,1,N0155,2.0,-
13832,2522,0090,60623,1,N0155,1.0,-
13833,2522,0090,60622,1,N0155,1.0,-
13834,2522,0090,60621,1,N0155,1.0,-
13835,2523,0091,61376,1,,8.0,-
13836,2523,0091,61377,1,,4.0,-
13837,2523,0091,61770,1,,2.0,-
13838,2523,0091,61408,1,n0155,16.0,-
13839,2524,0092,60818,1,N0155,2.0,-
13840,2525,0093,61517,1,N0182,4.0,-
13841,2525,0093,61521,1,N0182,4.0,-
13842,2526,0094,61168,1,N0155,2.0,-
13843,2527,0095,61913,1,N0155,2.0,-
13844,2527,0095,60539,1,N0155,1.0,-
13845,2527,0095,61703,1,N0155,2.0,-
13846,2528,0096,61654,1,N0155,6.0,-
13847,2528,0096,60674,1,N0155,2.0,-
13848,2529,0097,57113,2,,6.0,-
13849,2530,0098,56852,1,N0173,2.0,-
13850,2531,0099,61996,1,N0155,30.0,-
13851,2532,0100,61846,1,N0155,2.0,-
13852,2532,0100,61767,1,N0155,2.0,-
13853,2532,0100,61776,1,N0155,2.0,-
13854,2532,0100,61882,1,N0155,2.0,-
13855,2532,0100,61883,1,N0155,2.0,-
13856,2532,0100,61884,1,N0155,2.0,-
13857,2533,0101,61938,1,N0155,1.0,-
13858,2533,0101,61937,1,N0155,2.0,-
13859,2534,0102,61714,1,N0155,4.0,-
13860,2535,0103,61614,1,N0155,2.0,-
13861,2535,0103,61758,1,N0155,2.0,-
13862,2536,0104,61582,1,n0155,3.0,
13863,2536,0104,59659,1,n0155,8.0,
13864,2536,0104,59658,1,n0155,10.0,
13865,2536,0104,59657,1,n0155,8.0,
13866,2537,0105,5648,1,,0.0,-
13867,2537,0105,5649,1,,2748.0,-
13868,2537,0105,5659,1,,123.0,-
13869,2537,0105,5647,1,,324.0,-
13870,2537,0105,5722,1,,112.0,-
13871,2537,0105,5644,1,,125.0,-
13872,2537,0105,5646,1,,0.0,-
13873,2537,0105,5733,1,,44.0,-
13874,2537,0105,5792,1,,11.0,-
13875,2537,0105,5835,1,,13.0,-
13876,2537,0105,5838,1,,12.0,-
13877,2537,0105,5832,1,,5.0,-
13878,2537,0105,5834,1,,4.0,-
13879,2537,0105,5737,1,,5.0,-
13880,2537,0105,5726,1,,2.0,-
13881,2537,0105,5731,1,,1.0,-
13882,2537,0105,5721,1,,31.0,-
13883,2537,0105,5642,1,,37.0,-
13884,2537,0105,5724,1,,2.0,-
13885,2537,0105,5641,1,,4.0,-
13886,2537,0105,5650,1,,208.0,-
13887,2537,0105,5652,1,,20.0,-
13888,2537,0105,5600,1,,49.0,-
13889,2537,0105,5595,1,,11.0,-
13890,2537,0105,5660,1,,3.0,-
13891,2537,0105,5624,1,,0.0,-
13892,2537,0105,5626,1,,201.0,-
13893,2537,0105,5700,1,,2.0,-
13894,2537,0105,5598,1,,34.0,-
13895,2537,0105,5561,1,,45.0,-
