Id,SysDate,SysTime,CompId,FinYearId,SessionId,MRQNNo,MRNNo,MRNId
2438,2018-08-22,2:18:20 PM,1,6,Sapl0066,0115,0115,2547
2439,2018-08-22,2:36:43 PM,1,6,Sapl0066,0116,0116,2548
2440,2018-08-27,11:10:07 AM,1,6,sapl0054,0117,0117,2549
2441,2018-08-31,10:41:59 AM,1,6,sapl0054,0118,0118,2550
2442,2018-08-31,10:43:34 AM,1,6,sapl0054,0119,0119,2551
2443,2018-08-31,10:43:54 AM,1,6,sapl0054,0120,0120,2552
2444,2018-08-31,10:44:05 AM,1,6,sapl0054,0121,0121,2553
2445,2018-08-31,1:41:52 PM,1,6,Sapl0054,0122,0122,2554
2446,2018-09-01,9:16:06 AM,1,6,sapl0054,0123,0123,2555
2447,2018-09-01,9:17:11 AM,1,6,sapl0054,0124,0124,2556
2448,2018-09-01,10:34:07 AM,1,6,Sapl0066,0125,0126,2558
2449,2018-09-03,3:51:55 PM,1,6,sapl0066,0126,0127,2559
2450,2018-09-03,3:55:04 PM,1,6,sapl0066,0127,0128,2560
2451,2018-09-05,4:48:28 PM,1,6,sapl0066,0128,0129,2561
2452,2018-09-05,4:53:32 PM,1,6,sapl0066,0129,0130,2562
2453,2018-09-05,5:39:07 PM,1,6,Sapl0066,0130,0131,2563
2454,2018-09-07,9:23:36 AM,1,6,Sapl0066,0131,0132,2564
2455,2018-09-10,5:51:27 PM,1,6,sapl0054,0132,0133,2565
2456,2018-09-11,11:30:18 AM,1,6,sapl0066,0133,0134,2566
2457,2018-09-11,3:14:11 PM,1,6,Sapl0066,0134,0135,2567
2458,2018-09-11,4:17:01 PM,1,6,Sapl0066,0135,0136,2568
2459,2018-09-11,5:39:39 PM,1,6,Sapl0066,0136,0137,2569
2460,2018-09-15,10:16:39 AM,1,6,sapl0066,0137,0138,2570
2461,2018-09-15,11:43:44 AM,1,6,Sapl0066,0138,0139,2571
2462,2018-09-15,2:32:36 PM,1,6,Sapl0066,0139,0140,2572
2463,2018-09-17,12:15:07 PM,1,6,sapl0066,0140,0125,2557
2464,2018-09-17,5:16:23 PM,1,6,sapl0066,0141,0141,2573
2465,2018-09-18,10:19:43 AM,1,6,Sapl0066,0142,0142,2574
2466,2018-09-18,10:58:42 AM,1,6,Sapl0066,0143,0143,2575
2467,2018-09-18,11:54:52 AM,1,6,Sapl0066,0144,0144,2576
2468,2018-09-18,12:02:46 PM,1,6,Sapl0066,0145,0145,2577
2469,2018-09-19,10:00:40 AM,1,6,Sapl0066,0146,0146,2578
2470,2018-09-19,10:09:21 AM,1,6,Sapl0066,0147,0147,2579
2471,2018-09-19,10:16:32 AM,1,6,Sapl0066,0148,0148,2580
2472,2018-09-19,10:30:54 AM,1,6,Sapl0066,0149,0149,2581
2473,2018-09-19,11:44:47 AM,1,6,Sapl0066,0150,0150,2582
2475,2018-09-19,12:00:30 PM,1,6,Sapl0066,0151,0151,2583
2476,2018-09-19,2:08:08 PM,1,6,Sapl0066,0152,0152,2584
2477,2018-09-20,4:06:23 PM,1,6,Sapl0066,0153,0153,2585
2478,2018-09-21,9:59:22 AM,1,6,Sapl0066,0154,0154,2586
2479,2018-09-25,12:09:21 PM,1,6,sapl0054,0155,0155,2587
2480,2018-09-25,12:10:29 PM,1,6,sapl0054,0156,0104,2536
2481,2018-09-25,12:10:51 PM,1,6,sapl0054,0157,0107,2539
2482,2018-09-27,9:58:04 AM,1,6,sapl0066,0158,0156,2588
2483,2018-09-27,10:12:09 AM,1,6,sapl0066,0159,0157,2589
2484,2018-09-27,10:34:57 AM,1,6,sapl0066,0160,0158,2590
2485,2018-09-27,12:07:22 PM,1,6,sapl0066,0161,0159,2591
2486,2018-09-27,12:07:49 PM,1,6,sapl0066,0162,0160,2592
2487,2018-09-27,1:42:49 PM,1,6,sapl0066,0163,0161,2593
2488,2018-09-27,2:14:06 PM,1,6,sapl0066,0164,0162,2594
2489,2018-09-28,2:40:12 PM,1,6,sapl0066,0165,0163,2595
2490,2018-09-28,2:58:45 PM,1,6,sapl0066,0166,0164,2596
2491,2018-09-28,3:21:59 PM,1,6,sapl0066,0167,0165,2597
2492,2018-09-28,3:44:53 PM,1,6,sapl0066,0168,0166,2598
2493,2018-09-29,10:59:59 AM,1,6,sapl0066,0169,0167,2599
2494,2018-09-29,11:09:08 AM,1,6,sapl0066,0170,0168,2600
2495,2018-09-29,12:20:12 PM,1,6,sapl0066,0171,0170,2602
2496,2018-09-29,2:33:41 PM,1,6,sapl0066,0172,0171,2603
2497,2018-09-29,2:55:56 PM,1,6,sapl0066,0173,0172,2604
2498,2018-10-04,12:19:01 PM,1,6,sapl0066,0174,0173,2605
2499,2018-10-04,4:20:47 PM,1,6,sapl0066,0175,0174,2606
2500,2018-10-04,4:20:55 PM,1,6,sapl0066,0176,0175,2607
2501,2018-10-04,5:14:19 PM,1,6,sapl0066,0177,0176,2608
2503,2018-10-04,5:52:39 PM,1,6,sapl0066,0178,0177,2609
2504,2018-10-05,10:48:33 AM,1,6,sapl0066,0179,0178,2610
2505,2018-10-05,10:52:32 AM,1,6,sapl0066,0180,0179,2611
2506,2018-10-05,2:42:37 PM,1,6,sapl0066,0181,0180,2612
2507,2018-10-05,4:34:31 PM,1,6,sapl0066,0182,0181,2613
2508,2018-10-06,2:11:21 PM,1,6,sapl0066,0183,0182,2614
2509,2018-10-06,2:27:21 PM,1,6,sapl0066,0184,0183,2615
2510,2018-10-06,2:36:25 PM,1,6,sapl0066,0185,0184,2616
2511,2018-10-08,10:57:51 AM,1,6,sapl0066,0186,0185,2617
2512,2018-10-08,12:15:57 PM,1,6,sapl0066,0187,0186,2618
2513,2018-10-08,2:42:15 PM,1,6,sapl0066,0188,0187,2619
2514,2018-10-08,3:32:24 PM,1,6,sapl0066,0189,0188,2620
2515,2018-10-08,4:22:42 PM,1,6,sapl0066,0190,0189,2621
2516,2018-10-09,4:12:39 PM,1,6,sapl0066,0191,0190,2622
2517,2018-10-10,8:54:22 AM,1,6,sapl0066,0192,0191,2623
2518,2018-10-10,8:59:14 AM,1,6,sapl0066,0193,0169,2601
2519,2018-10-16,10:11:06 AM,1,6,sapl0066,0194,0192,2624
2520,2018-10-16,4:35:24 PM,1,6,sapl0066,0195,0193,2625
2521,2018-10-16,4:50:32 PM,1,6,sapl0066,0196,0194,2626
2522,2018-10-19,11:59:17 AM,1,6,sapl0066,0197,0195,2627
2523,2018-10-22,1:49:11 PM,1,6,sapl0066,0198,0196,2628
2524,2018-10-22,2:06:33 PM,1,6,sapl0066,0199,0197,2629
2525,2018-10-26,10:44:01 AM,1,6,sapl0066,0200,0198,2630
2528,2018-10-26,2:40:29 PM,1,6,Sapl0066,0201,0199,2633
2529,2018-10-30,4:36:03 PM,1,6,sapl0066,0202,0200,2635
2530,2018-11-20,2:01:45 PM,1,6,sapl0066,0203,0201,2636
2531,2018-11-21,5:58:00 PM,1,6,sapl0066,0204,0202,2637
2532,2018-12-04,11:31:17 AM,1,6,sapl0066,0205,0205,2640
2533,2018-12-04,11:32:49 AM,1,6,sapl0066,0206,0204,2639
2534,2018-12-04,11:33:39 AM,1,6,sapl0066,0207,0203,2638
2535,2019-01-05,2:21:24 PM,1,6,sapl0066,0208,0206,2641
2536,2019-01-05,6:52:37 PM,1,6,sapl0066,0209,0207,2642
2537,2019-01-05,6:54:53 PM,1,6,sapl0066,0210,0208,2643
2538,2019-01-09,1:49:49 PM,1,6,sapl0066,0211,0209,2644
2539,2019-01-09,1:50:14 PM,1,6,sapl0066,0212,0210,2645
2540,2019-01-11,11:09:00 AM,1,6,sapl0066,0213,0211,2646
2541,2019-01-11,1:29:52 PM,1,6,sapl0066,0214,0212,2647
2542,2019-01-28,3:39:14 PM,1,6,sapl0066,0215,0213,2648
2543,2019-01-28,3:40:31 PM,1,6,sapl0066,0216,0214,2649
2544,2019-01-28,3:42:42 PM,1,6,sapl0066,0217,0215,2650
2545,2019-01-28,3:46:28 PM,1,6,sapl0066,0218,0216,2651
2546,2019-01-28,4:03:00 PM,1,6,sapl0066,0219,0217,2652
2547,2019-01-28,4:07:43 PM,1,6,sapl0066,0220,0218,2653
2548,2019-01-31,1:48:11 PM,1,6,sapl0054,0221,0220,2655
2549,2019-01-31,1:48:45 PM,1,6,sapl0054,0222,0219,2654
2550,2019-02-06,12:06:36 PM,1,6,sapl0066,0223,0221,2656
2551,2019-02-06,12:07:20 PM,1,6,sapl0066,0224,0222,2657
2552,2019-02-06,12:08:36 PM,1,6,sapl0066,0225,0223,2658
2553,2019-02-06,12:09:21 PM,1,6,sapl0066,0226,0224,2659
2554,2019-02-06,12:11:41 PM,1,6,sapl0066,0227,0225,2660
2555,2019-02-06,12:12:14 PM,1,6,sapl0066,0228,0226,2661
2556,2019-02-06,12:12:30 PM,1,6,sapl0066,0229,0227,2662
2557,2019-02-06,12:12:51 PM,1,6,sapl0066,0230,0228,2663
2558,2019-02-06,12:13:30 PM,1,6,sapl0066,0231,0229,2664
2559,2019-02-06,12:13:56 PM,1,6,sapl0066,0232,0230,2665
2560,2019-02-06,12:14:35 PM,1,6,sapl0066,0233,0231,2666
2561,2019-02-06,7:08:54 PM,1,6,sapl0066,0234,0232,2667
2562,2019-02-06,7:16:43 PM,1,6,sapl0066,0235,0233,2668
2563,2019-02-12,1:45:47 PM,1,6,sapl0066,0236,0234,2669
2564,2019-02-12,2:09:45 PM,1,6,sapl0066,0237,0235,2670
2565,2019-02-12,2:10:28 PM,1,6,sapl0066,0238,0236,2671
2566,2019-02-12,2:10:52 PM,1,6,sapl0066,0239,0237,2672
2567,2019-02-14,11:56:22 AM,1,6,sapl0066,0240,0238,2673
2568,2019-02-14,11:57:48 AM,1,6,sapl0066,0241,0239,2674
2569,2019-02-14,12:12:44 PM,1,6,sapl0066,0242,0240,2675
2570,2019-02-14,7:24:13 PM,1,6,sapl0066,0243,0241,2676
2571,2019-02-14,7:28:36 PM,1,6,sapl0066,0244,0242,2677
2572,2019-02-14,7:29:46 PM,1,6,sapl0066,0245,0243,2678
2573,2019-02-23,1:28:01 PM,1,6,sapl0066,0246,0244,2679
2574,2019-02-23,1:28:18 PM,1,6,sapl0066,0247,0245,2680
2575,2019-03-04,1:43:49 PM,1,6,sapl0066,0248,0246,2681
2576,2019-03-04,1:45:53 PM,1,6,sapl0066,0249,0247,2682
2577,2019-03-04,1:49:49 PM,1,6,sapl0066,0250,0248,2683
2578,2019-03-04,1:51:16 PM,1,6,sapl0066,0251,0249,2684
2579,2019-03-16,2:39:48 PM,1,6,sapl0066,0252,0250,2685
2580,2019-03-16,2:47:21 PM,1,6,sapl0066,0253,0251,2686
2581,2019-03-16,2:49:31 PM,1,6,sapl0066,0254,0252,2687
2582,2019-03-16,2:50:39 PM,1,6,sapl0066,0255,0253,2688
2583,2019-03-16,2:51:31 PM,1,6,sapl0066,0256,0254,2689
2584,2019-03-16,2:52:35 PM,1,6,sapl0066,0257,0255,2690
2585,2019-03-16,2:53:06 PM,1,6,sapl0066,0258,0256,2691
2586,2019-03-31,10:16:05 AM,1,6,Sapl0054,0259,0257,2692
2587,2019-03-31,10:42:38 AM,1,6,Sapl0054,0260,0258,2693
2588,2019-04-30,1:23:22 PM,1,7,sapl0066,0001,0008,2701
2589,2019-04-30,2:36:58 PM,1,7,sapl0066,0002,0001,2694
2590,2019-04-30,2:37:27 PM,1,7,sapl0066,0003,0002,2695
2591,2019-04-30,2:38:11 PM,1,7,sapl0066,0004,0003,2696
2592,2019-04-30,2:38:47 PM,1,7,sapl0066,0005,0004,2697
2593,2019-04-30,2:39:32 PM,1,7,sapl0066,0006,0005,2698
2594,2019-04-30,2:40:38 PM,1,7,sapl0066,0007,0006,2699
2595,2019-04-30,2:41:14 PM,1,7,sapl0066,0008,0007,2700
2596,2019-04-30,5:42:17 PM,1,7,sapl0066,0009,0009,2702
2597,2019-05-09,10:18:56 AM,1,7,sapl0066,0010,0013,2706
2598,2019-05-10,3:24:43 PM,1,7,sapl0066,0011,0015,2708
2599,2019-05-10,3:25:14 PM,1,7,sapl0066,0012,0014,2707
2600,2019-05-10,3:25:40 PM,1,7,sapl0066,0013,0012,2705
2601,2019-05-10,3:26:38 PM,1,7,sapl0066,0014,0011,2704
2602,2019-05-10,3:27:13 PM,1,7,sapl0066,0015,0010,2703
2603,2019-05-13,2:33:35 PM,1,7,Sapl0054,0016,0016,2709
2604,2019-05-13,2:34:24 PM,1,7,Sapl0054,0017,0017,2710
2605,2019-05-17,3:20:27 PM,1,7,Sapl0054,0018,0018,2711
2606,2019-05-17,3:20:53 PM,1,7,Sapl0054,0019,0019,2712
2607,2019-05-24,12:08:50 PM,1,7,sapl0066,0020,0020,2713
2608,2019-05-29,4:50:56 PM,1,7,Sapl0054,0021,0023,2716
2609,2019-05-29,4:52:30 PM,1,7,Sapl0054,0022,0024,2717
2610,2019-05-30,6:16:52 PM,1,7,sapl0066,0023,0022,2715
2611,2019-05-30,6:17:36 PM,1,7,sapl0066,0024,0021,2714
2612,2019-06-17,6:23:18 PM,1,7,sapl0066,0025,0025,2718
2613,2019-06-17,6:23:31 PM,1,7,sapl0066,0026,0026,2719
2614,2019-06-20,5:16:11 PM,1,7,sapl0066,0027,0030,2723
2615,2019-06-20,5:16:42 PM,1,7,sapl0066,0028,0029,2722
2616,2019-06-20,5:17:18 PM,1,7,sapl0066,0029,0028,2721
2617,2019-06-20,5:18:01 PM,1,7,sapl0066,0030,0027,2720
2618,2019-07-26,2:38:38 PM,1,7,sapl0066,0031,0033,2726
2619,2019-07-26,3:22:29 PM,1,7,sapl0066,0032,0034,2727
2620,2019-07-26,3:24:32 PM,1,7,sapl0066,0033,0035,2728
2621,2019-07-26,3:25:04 PM,1,7,sapl0066,0034,0036,2729
2622,2019-07-26,3:26:19 PM,1,7,sapl0066,0035,0037,2730
2623,2019-07-26,3:26:48 PM,1,7,sapl0066,0036,0038,2731
2624,2019-07-26,3:27:53 PM,1,7,sapl0066,0037,0039,2732
2625,2019-07-26,3:39:37 PM,1,7,sapl0066,0038,0040,2733
2626,2019-07-26,4:11:41 PM,1,7,sapl0066,0039,0041,2734
2627,2019-07-26,4:12:52 PM,1,7,sapl0066,0040,0042,2735
2628,2019-08-08,11:24:08 AM,1,7,sapl0066,0041,0043,2736
2629,2019-08-13,12:18:01 PM,1,7,sapl0054,0042,0044,2737
2630,2019-08-17,2:07:31 PM,1,7,Sapl0054,0043,0046,2739
2631,2019-08-17,2:08:15 PM,1,7,Sapl0054,0044,0047,2740
2632,2019-09-03,10:56:06 AM,1,7,Sapl0054,0045,0053,2746
2633,2019-09-03,10:57:34 AM,1,7,Sapl0054,0046,0052,2745
2634,2019-09-03,10:57:50 AM,1,7,Sapl0054,0047,0049,2742
2635,2019-09-03,10:58:03 AM,1,7,Sapl0054,0048,0048,2741
2636,2019-09-03,10:58:29 AM,1,7,Sapl0054,0049,0050,2743
2637,2019-09-03,10:58:53 AM,1,7,Sapl0054,0050,0051,2744
2638,2019-09-05,5:00:02 PM,1,7,sapl0066,0051,0054,2747
2639,2019-09-05,5:02:48 PM,1,7,sapl0066,0052,0055,2748
2640,2019-09-05,5:05:23 PM,1,7,sapl0066,0053,0056,2749
2641,2019-09-18,11:39:25 AM,1,7,sapl0066,0054,0045,2738
2642,2019-09-18,4:05:21 PM,1,7,sapl0066,0055,0058,2751
2643,2019-09-23,4:24:52 PM,1,7,sapl0066,0056,0059,2752
2644,2019-10-12,9:50:48 AM,1,7,Sapl0054,0057,0060,2753
2645,2019-10-14,9:08:21 AM,1,7,sapl0066,0058,0061,2754
2646,2019-10-14,9:08:34 AM,1,7,sapl0066,0059,0062,2755
2647,2019-10-14,9:10:46 AM,1,7,sapl0066,0060,0057,2750
2648,2019-11-04,12:17:06 PM,1,7,Sapl0001,0061,0064,2757
2649,2019-11-15,10:23:35 AM,1,7,Sapl0054,0062,0065,2758
2650,2019-11-15,12:34:08 PM,1,7,Sapl0054,0063,0066,2759
2651,2019-11-15,12:34:25 PM,1,7,Sapl0054,0064,0067,2760
2652,2019-11-16,9:34:44 AM,1,7,Sapl0054,0065,0068,2761
2653,2019-11-16,9:35:16 AM,1,7,Sapl0054,0066,0069,2762
2654,2019-11-16,9:35:26 AM,1,7,Sapl0054,0067,0070,2763
2655,2019-11-16,9:36:03 AM,1,7,Sapl0054,0068,0071,2764
2656,2019-11-16,9:37:23 AM,1,7,Sapl0054,0069,0072,2765
2657,2019-11-16,9:38:17 AM,1,7,Sapl0054,0070,0073,2766
2658,2019-11-18,9:45:49 AM,1,7,Sapl0054,0071,0074,2767
2659,2019-11-18,9:46:42 AM,1,7,Sapl0054,0072,0075,2768
2660,2019-11-18,9:47:25 AM,1,7,Sapl0054,0073,0076,2769
2661,2019-11-18,9:47:55 AM,1,7,Sapl0054,0074,0077,2770
2662,2019-11-18,9:48:16 AM,1,7,Sapl0054,0075,0078,2771
2663,2019-11-18,9:48:38 AM,1,7,Sapl0054,0076,0079,2772
2664,2019-11-18,9:49:04 AM,1,7,Sapl0054,0077,0080,2773
2665,2019-11-18,9:50:21 AM,1,7,Sapl0054,0078,0081,2774
2666,2019-11-18,9:50:32 AM,1,7,Sapl0054,0079,0082,2775
2667,2019-11-18,9:51:14 AM,1,7,Sapl0054,0080,0083,2776
2668,2019-11-18,9:52:05 AM,1,7,Sapl0054,0081,0084,2777
2669,2019-11-18,9:52:54 AM,1,7,Sapl0054,0082,0085,2778
2670,2019-11-18,9:53:29 AM,1,7,Sapl0054,0083,0086,2779
2671,2019-11-18,9:53:41 AM,1,7,Sapl0054,0084,0087,2780
2672,2019-11-20,9:07:07 AM,1,7,Sapl0054,0085,0088,2781
2673,2019-12-01,10:27:46 AM,1,7,Sapl0054,0086,0089,2782
2674,2019-12-02,1:44:46 PM,1,7,sapl0066,0087,0090,2783
2675,2019-12-14,10:10:28 AM,1,7,Sapl0054,0088,0091,2784
2676,2019-12-18,2:27:02 PM,1,7,Sapl0054,0089,0092,2785
2677,2019-12-18,2:27:46 PM,1,7,Sapl0054,0090,0093,2786
2678,2019-12-18,2:28:43 PM,1,7,Sapl0054,0091,0094,2787
2679,2019-12-18,2:30:16 PM,1,7,Sapl0054,0092,0095,2788
2680,2020-01-06,9:30:43 AM,1,7,Sapl0054,0093,0096,2789
2681,2020-01-06,9:31:16 AM,1,7,Sapl0054,0094,0097,2790
2682,2020-01-06,9:31:36 AM,1,7,Sapl0054,0095,0098,2791
2683,2020-01-08,11:25:30 AM,1,7,Sapl0054,0096,0099,2792
2684,2020-01-13,8:54:50 AM,1,7,Sapl0054,0097,0100,2793
2685,2020-01-18,10:48:59 AM,1,7,Sapl0054,0098,0101,2794
2686,2020-01-22,10:12:19 AM,1,7,Sapl0054,0099,0105,2798
2687,2020-02-07,9:03:57 AM,1,7,sapl0066,0100,0112,2805
2688,2020-02-07,9:04:33 AM,1,7,sapl0066,0101,0111,2804
2689,2020-02-07,9:05:17 AM,1,7,sapl0066,0102,0110,2803
2690,2020-02-07,9:06:01 AM,1,7,sapl0066,0103,0109,2802
