Id,SessionId,CompId,FinYearId,ItemDesc,TotalQty,Rate,Discount,POId,Unit
185,Sapl0005,1,1,SUPPLY SET OF 2.5M CROSS RAIL WITH TROLLEYS,7.0,13000.0,0.0,44,9
186,Sapl0005,1,1,"PART ID : N36LONGRAIL, DESCRIPTION : LONG RAIL 3.5MTRS WITH ITS ACCESSORIES",40.0,30000.0,0.0,45,16
187,Sapl0005,1,1,"PART ID : N36CROSSRAIL, DESCRIPTION : CROSS RAIL 3MTRS WITH ITS ACCESSORIES",20.0,24000.0,0.0,45,16
188,Sapl0005,1,1,"PART ID : N77HOIST2TON, DESCRIPTION : HOIST 2 TON APPLICATION ENGINE MOUNTING",2.0,350000.0,0.0,45,16
189,Sapl0005,1,1,"PART ID : N7720064680011, DESCRIPTION : CONTROL PANEL ASSEMBLY MANIPULATOR WEIGHT 40 - 80KG",2.0,250000.0,0.0,45,16
190,Sapl0005,1,1,"PART ID : N7720064680011, DESCRIPTION : BATTERY MANIPULATOR WEIGHT CARRYING FROM 40-50KG",2.0,250000.0,0.0,45,16
191,Sapl0005,1,1,"PART ID : N80HOISTIR250KG, DESCRIPTION : HOIST 250KG & ITS ACCESSORIES",6.0,125000.0,0.0,45,16
192,Sapl0005,1,1,"PART ID : N78BOOMASSLY01, DESCRIPTION : BOOM ASSEMBLY WITH TROLLEY APPLICATION",6.0,150000.0,0.0,45,16
193,Sapl0005,1,1,"PART ID : N81X009435, DESCRIPTION : STRUCTURE - ISMB 150-30 MTRS",8.0,80000.0,0.0,45,16
194,Sapl0005,1,1,"PART ID : N83BLK65434001, DESCRIPTION : STRUCTURE - MOUNTING PLATE- 500KG PER LINE",1000.0,250.0,0.0,45,2
195,Sapl0005,1,1,"PART ID : N36LONGRAIL, DESCRIPTION : LONG RAIL 3.5MTRS WITH ITS ACCESSORIES",8.0,56250.0,0.0,45,16
196,Sapl0005,1,1,"PART ID : N36CROSSRAIL, DESCRIPTION : CROSS RAIL 6MTRS WITH ITS ACCESSORIES",4.0,60000.0,0.0,45,16
197,Sapl0005,1,1,"PART ID : N77CPAINT600205, DESCRIPTION : ELECTRICAL CONTROL PANEL & CABLING",2.0,120000.0,0.0,45,16
198,Sapl0005,1,1,"PART ID : N36EQUP3002052, DESCRIPTION : CYLINDER BLOCK MOUNTING BOLT 3/4  UNC X 15  LENGTH",12.0,950.0,0.0,46,16
199,Sapl0005,1,1,"INT. CODE : 501743250, PART NUMBER : 3041-01-11-BASE FRAME",1.0,122000.0,0.0,48,1
200,Sapl0005,1,1,"INT. CODE : 501744256, PART NUMBER : 224113-01-116-1-MYLAR",2.0,1050.0,0.0,49,1
201,Sapl0005,1,1,"INT. CODE : 501744256, PART NUMBER : 224113-01-116-2-MYLAR",2.0,700.0,0.0,49,1
202,Sapl0005,1,1,"INT. CODE : 501744256, PART NUMBER : 224113-01-116-3-MYLAR",2.0,940.0,0.0,49,1
203,Sapl0005,1,1,"INT. CODE : 501744256, PART NUMBER : 224113-01-116-11-WELDMENT",2.0,3300.0,0.0,49,1
204,Sapl0005,1,1,"INT. CODE : 501744256, PART NUMBER : 224113-01-116-21-L BLOCK",2.0,2010.0,0.0,49,1
205,Sapl0005,1,1,"INT. CODE : 501744249, PART NUMBER : 7120/7320-1-21-BASE PLATE",2.0,53800.0,0.0,50,1
206,Sapl0005,1,1,"INT. CODE : 501744249, PART NUMBER : 7110/7310-1-21-BASE PLATE",2.0,52500.0,0.0,50,1
