Id,MRQNNo,MRNId,AcceptedQty,RejectedQty,MId
12626,0081,13738,96.0,,2404
12627,0081,13739,55.0,,2404
12628,0082,13712,21.0,,2405
12629,0082,13713,11.0,,2405
12630,0082,13714,32.0,,2405
12631,0082,13715,29.0,,2405
12632,0082,13716,12.0,,2405
12633,0082,13717,13.0,,2405
12634,0082,13718,14.0,,2405
12635,0082,13719,331.0,,2405
12636,0082,13720,41.0,,2405
12637,0082,13721,5.0,,2405
12638,0082,13722,4.0,,2405
12639,0082,13723,72.0,,2405
12640,0082,13724,11.0,,2405
12641,0082,13725,10.0,,2405
12642,0082,13726,71.0,,2405
12643,0082,13727,53.0,,2405
12644,0082,13728,73.0,,2405
12645,0082,13729,12.0,,2405
12646,0082,13730,92.0,,2405
12647,0082,13731,12.0,,2405
12648,0082,13732,10.0,,2405
12649,0083,13705,34.0,,2406
12650,0083,13706,51.0,,2406
12651,0083,13707,99.0,,2406
12652,0083,13708,1.0,,2406
12653,0083,13709,1.0,,2406
12654,0083,13710,1.0,,2406
12655,0083,13711,2.0,,2406
12656,0084,13740,1.0,,2407
12657,0084,13741,1.0,,2407
12658,0084,13742,1.0,,2407
12659,0084,13743,1.0,,2407
12660,0084,13744,1.0,,2407
12661,0084,13745,1.0,,2407
12662,0084,13746,3.0,,2407
12663,0084,13747,3.0,,2407
12664,0084,13748,1.0,,2407
12665,0084,13749,1.0,,2407
12666,0084,13750,1.0,,2407
12667,0084,13751,1.0,,2407
12668,0085,13752,2.0,,2408
12669,0085,13753,2.0,,2408
12670,0085,13754,2.0,,2408
12671,0085,13755,2.0,,2408
12672,0085,13756,2.0,,2408
12673,0085,13757,2.0,,2408
12674,0086,13758,37.0,,2409
12675,0086,13759,68.0,,2409
12676,0086,13760,48.0,,2409
12677,0086,13761,31.0,,2409
12678,0086,13762,62.0,,2409
12679,0086,13763,29.0,,2409
12680,0086,13764,18.0,,2409
12681,0086,13766,28.0,,2409
12682,0086,13768,5.0,,2409
12683,0086,13769,12.0,,2409
12684,0086,13770,8.0,,2409
12685,0086,13771,14.0,,2409
12686,0086,13772,7.0,,2409
12687,0086,13774,19.0,,2409
12688,0086,13775,20.0,,2409
12689,0086,13776,8.0,,2409
12690,0086,13777,8.0,,2409
12691,0086,13778,16.0,,2409
12692,0086,13779,66.0,,2409
12693,0086,13780,70.0,,2409
12694,0086,13781,69.0,,2409
12695,0086,13782,30.0,,2409
12696,0086,13783,7.0,,2409
12697,0086,13784,21.0,,2409
12698,0086,13785,20.0,,2409
12699,0086,13786,20.0,,2409
12700,0086,13788,7.0,,2409
12701,0086,13789,32.0,,2409
12702,0086,13790,11.0,,2409
12703,0086,13791,10.0,,2409
12704,0086,13792,82.0,,2409
12705,0086,13793,36.0,,2409
12706,0086,13794,75.0,,2409
12707,0086,13795,10.0,,2409
12708,0086,13796,28.0,,2409
12709,0086,13797,24.0,,2409
12710,0086,13798,28.0,,2409
12711,0086,13799,20.0,,2409
12712,0086,13800,40.0,,2409
12713,0086,13801,67.0,,2409
12714,0086,13802,68.0,,2409
12715,0086,13803,90.0,,2409
12716,0086,13804,9.0,,2409
12717,0087,13807,2.0,,2410
12718,0088,13808,4.0,,2411
12719,0088,13809,1.0,,2411
12720,0088,13810,1.0,,2411
12721,0088,13811,1.0,,2411
12722,0088,13812,1.0,,2411
12723,0088,13813,1.0,,2411
12724,0088,13814,1.0,,2411
12725,0088,13815,1.0,,2411
12726,0088,13816,1.0,,2411
12727,0088,13817,1.0,,2411
12728,0088,13818,1.0,,2411
12729,0088,13819,3.0,,2411
12730,0089,13820,3.0,,2412
12731,0089,13821,2.0,,2412
12732,0089,13822,2.0,,2412
12733,0089,13823,2.0,,2412
12734,0089,13824,3.0,,2412
12735,0089,13825,4.0,,2412
12736,0089,13826,2.0,,2412
12737,0089,13827,4.0,,2412
12738,0089,13828,2.0,,2412
12739,0089,13829,2.0,,2412
12740,0089,13830,2.0,,2412
12741,0089,13831,2.0,,2412
12742,0089,13832,1.0,,2412
12743,0089,13833,1.0,,2412
12744,0089,13834,1.0,,2412
12745,0090,13835,8.0,,2413
12746,0090,13836,4.0,,2413
12747,0090,13837,2.0,,2413
12748,0090,13838,16.0,,2413
12749,0091,13839,2.0,,2414
12750,0092,13840,4.0,,2415
12751,0092,13841,4.0,,2415
12752,0093,13842,2.0,,2416
12753,0094,13843,2.0,,2417
12754,0094,13844,1.0,,2417
12755,0094,13845,2.0,,2417
12756,0095,13846,6.0,,2418
12757,0095,13847,2.0,,2418
12758,0096,13848,6.0,,2419
12759,0097,13849,2.0,,2420
12760,0098,13806,1.0,,2421
12761,0099,13805,1.0,,2422
12762,0100,13850,30.0,,2423
12763,0101,13851,2.0,,2424
12764,0101,13852,2.0,,2424
12765,0101,13853,2.0,,2424
12766,0101,13854,2.0,,2424
12767,0101,13855,2.0,,2424
12768,0101,13856,2.0,,2424
12769,0102,13857,1.0,,2425
12770,0102,13858,2.0,,2425
12771,0103,13859,4.0,,2426
12772,0104,13860,2.0,,2427
12773,0104,13861,2.0,,2427
12775,0105,13867,2748.0,,2428
12776,0105,13868,123.0,,2428
12777,0105,13869,324.0,,2428
12778,0105,13870,112.0,,2428
12779,0105,13871,125.0,,2428
12781,0105,13873,44.0,,2428
12782,0105,13874,11.0,,2428
12783,0105,13875,13.0,,2428
12784,0105,13876,12.0,,2428
12785,0105,13877,5.0,,2428
12786,0105,13878,4.0,,2428
12787,0105,13879,5.0,,2428
12788,0105,13880,2.0,,2428
12789,0105,13881,1.0,,2428
12790,0105,13882,31.0,,2428
12791,0105,13883,37.0,,2428
12792,0105,13884,2.0,,2428
12793,0105,13885,4.0,,2428
12794,0105,13886,208.0,,2428
12795,0105,13887,20.0,,2428
12796,0105,13888,49.0,,2428
12797,0105,13889,11.0,,2428
12798,0105,13890,3.0,,2428
12800,0105,13892,201.0,,2428
12801,0105,13893,2.0,,2428
12802,0105,13894,34.0,,2428
12803,0105,13895,45.0,,2428
12804,0105,13896,800.0,,2428
12805,0105,13897,400.0,,2428
12807,0106,13899,54.0,,2429
12808,0106,13900,11.0,,2429
12809,0106,13901,5.0,,2429
12810,0106,13902,14.0,,2429
12811,0107,13935,127.0,,2430
12812,0107,13936,145.0,,2430
12813,0107,13937,16.0,,2430
12814,0107,13938,35.0,,2430
12815,0107,13939,2.0,,2430
12816,0107,13940,17.0,,2430
12817,0107,13941,3.0,,2430
12818,0107,13942,190.0,,2430
12819,0107,13943,22.0,,2430
12820,0107,13944,24.0,,2430
12821,0107,13945,14.0,,2430
12822,0107,13946,10.0,,2430
12823,0108,13909,290.0,,2431
12824,0108,13910,3406.0,,2431
12825,0108,13911,46.0,,2431
12826,0108,13912,62.0,,2431
12827,0108,13913,22.0,,2431
12828,0108,13914,14.0,,2431
12829,0108,13915,21.0,,2431
12830,0108,13916,4.0,,2431
12831,0108,13917,8.0,,2431
12832,0108,13918,48.0,,2431
12833,0108,13919,75.0,,2431
12834,0108,13920,10.0,,2431
12835,0108,13921,6.0,,2431
12836,0108,13922,46.0,,2431
12837,0108,13923,25.0,,2431
12838,0108,13924,7.0,,2431
12839,0108,13925,9.0,,2431
12840,0108,13926,3.0,,2431
12841,0108,13927,5.0,,2431
12842,0108,13928,8.0,,2431
12843,0108,13929,566.0,,2431
12844,0108,13930,76.0,,2431
12845,0108,13931,15.0,,2431
12846,0108,13932,66.0,,2431
12847,0108,13933,26.0,,2431
12848,0108,13934,13.0,,2431
12849,0109,13898,193.0,,2432
12850,0110,13966,52.0,,2433
12851,0110,13967,70.0,,2433
12852,0110,13968,49.0,,2433
12853,0111,13965,34.0,,2434
12854,0112,13957,141.0,,2435
12855,0112,13958,337.0,,2435
12856,0112,13959,232.0,,2435
12857,0112,13960,43.0,,2435
12858,0112,13961,152.0,,2435
12859,0112,13962,373.0,,2435
12860,0112,13963,17.0,,2435
12861,0112,13964,234.0,,2435
12862,0113,13947,23.0,,2436
12863,0113,13948,11.0,,2436
12864,0113,13949,4.0,,2436
12865,0113,13950,2269.0,,2436
12866,0113,13951,328.0,,2436
12867,0113,13952,37.0,,2436
12868,0113,13953,25.0,,2436
12869,0113,13954,48.0,,2436
12870,0113,13955,104.0,,2436
12871,0113,13956,147.0,,2436
12872,0114,13969,51.0,,2437
12873,0114,13970,50.0,,2437
12874,0114,13971,57.0,,2437
12875,0114,13972,27.0,,2437
12876,0114,13973,34.0,,2437
12877,0114,13974,28.0,,2437
12878,0114,13975,16.0,,2437
12879,0114,13976,139.0,,2437
12880,0114,13977,6.0,,2437
12881,0114,13978,8.0,,2437
12882,0114,13979,4.0,,2437
12883,0114,13980,100.0,,2437
12884,0114,13981,214.0,,2437
12885,0114,13982,8.0,,2437
12886,0114,13983,8.0,,2437
12887,0114,13984,6.0,,2437
12888,0114,13985,11.0,,2437
12889,0114,13986,10.0,,2437
12890,0114,13987,5.0,,2437
12891,0114,13988,4.0,,2437
12892,0114,13989,6.0,,2437
12893,0114,13990,2.0,,2437
12894,0114,13991,3.0,,2437
12895,0114,13992,1.0,,2437
12896,0114,13993,1.0,,2437
12897,0114,13994,2.0,,2437
12898,0114,13995,2.0,,2437
12899,0114,13996,221.0,,2437
12900,0114,13997,6.0,,2437
12901,0114,13998,18.0,,2437
12902,0114,13999,21.0,,2437
12903,0114,14000,4.0,,2437
12904,0114,14001,2.0,,2437
12905,0114,14002,140.0,,2437
12906,0114,14003,39.0,,2437
12907,0114,14004,113.0,,2437
12908,0115,14005,4.0,,2438
12909,0116,14006,1.0,,2439
12910,0117,14007,8.0,,2440
12911,0117,14008,3.0,,2440
12912,0117,14009,6.0,,2440
12913,0117,14010,4.0,,2440
12914,0118,14011,2.0,,2441
12915,0119,14012,4.0,,2442
12916,0120,14013,2.0,,2443
12917,0120,14014,2.0,,2443
12918,0120,14015,2.0,,2443
12919,0120,14016,2.0,,2443
12920,0121,14017,4.0,,2444
12921,0122,14018,1000.0,,2445
12922,0122,14019,1500.0,,2445
12923,0123,14020,2.0,,2446
12924,0124,14021,2.0,,2447
12925,0125,14025,1.0,,2448
12926,0126,14026,2.0,,2449
12927,0126,14027,3.0,,2449
12928,0126,14028,20.0,,2449
12929,0127,14029,1.0,,2450
12930,0128,14030,2.0,,2451
12931,0128,14031,3.0,,2451
12932,0128,14032,12.0,,2451
12933,0129,14033,2.0,,2452
12934,0130,14034,500.0,,2453
12935,0131,14035,1.0,,2454
12936,0132,14036,94.0,,2455
12937,0132,14037,10.0,,2455
12938,0132,14038,8.0,,2455
12939,0133,14039,6.0,,2456
12940,0134,14040,32.0,,2457
12941,0135,14041,24.0,,2458
12942,0136,14042,683.0,,2459
12943,0137,14043,4.0,,2460
12944,0138,14044,250.0,,2461
12945,0139,14045,48.0,,2462
12946,0140,14022,5.0,,2463
12947,0140,14023,1.0,,2463
12948,0140,14024,1.0,,2463
12949,0141,14046,222.0,,2464
12950,0142,14047,5.0,,2465
12951,0143,14048,2771.0,,2466
12952,0144,14049,11.0,,2467
12953,0145,14050,44.0,,2468
12954,0146,14051,2.0,,2469
12955,0147,14052,4.0,,2470
12956,0148,14053,30.0,,2471
12957,0149,14054,0.6,,2472
12958,0150,14055,21.0,,2473
12960,0151,14056,17.0,,2475
12961,0152,14057,1009.0,,2476
12962,0153,14058,207.0,,2477
12963,0154,14059,1.0,,2478
12964,0155,14060,1900.0,,2479
12965,0156,13862,3.0,,2480
12966,0156,13863,8.0,,2480
12967,0156,13864,10.0,,2480
12968,0156,13865,8.0,,2480
12969,0157,13903,14.0,,2481
12970,0157,13904,5.0,,2481
12971,0157,13905,6.0,,2481
12972,0157,13906,8.0,,2481
12973,0157,13907,44.0,,2481
12974,0157,13908,24.0,,2481
12975,0158,14061,48.0,,2482
12976,0159,14062,9.0,,2483
12977,0160,14063,9.0,,2484
12978,0161,14064,2.0,,2485
12979,0162,14065,12.0,,2486
12980,0163,14066,347.0,,2487
12981,0164,14067,34.0,,2488
12982,0165,14068,556.0,,2489
12983,0166,14069,46.0,,2490
12984,0167,14070,11.0,,2491
12985,0168,14071,500.0,,2492
12986,0169,14072,74.0,,2493
12987,0170,14073,2.0,,2494
12988,0170,14074,2.0,,2494
12989,0171,14076,4.0,,2495
12990,0172,14077,56.0,,2496
12991,0173,14078,71.0,,2497
12992,0174,14079,1.0,,2498
12993,0175,14080,2.0,,2499
12994,0176,14081,1.0,,2500
12995,0177,14082,1.0,,2501
12996,0177,14083,2.0,,2501
12997,0177,14084,3.0,,2501
12999,0178,14085,1.0,,2503
13000,0179,14086,32.0,,2504
13001,0180,14087,2.0,,2505
13002,0181,14088,1.0,,2506
13003,0182,14089,6.0,,2507
13004,0182,14090,9.0,,2507
13005,0183,14091,20.0,,2508
13006,0183,14092,180.0,,2508
13007,0184,14093,6.0,,2509
13008,0184,14094,33.0,,2509
13009,0185,14095,74.0,,2510
13010,0185,14096,41.0,,2510
13011,0186,14097,44.0,,2511
13012,0187,14098,11.0,,2512
13013,0188,14099,12.0,,2513
13014,0189,14100,129.0,,2514
13015,0190,14101,76.0,,2515
13016,0191,14102,371.0,,2516
13017,0191,14103,100.0,,2516
13018,0191,14104,29.0,,2516
