Id,Present,Absent,LateIn,HalfDay,Sunday,Coff,PL,OverTimeHrs,OverTimeRate,Installment,MobileExeAmt,Addition,Remarks1,Deduction,Remarks2,MId
70,22.0,1.5,0.0,0.5,6.0,0.0,1.5,155.5,35.0,0.0,0.0,0.0,-,140.0,Advance deduction,70
71,22.0,1.5,0.0,0.5,4.5,0.0,0.0,80.0,27.5,0.0,0.0,0.0,-,0.0,-,71
72,22.0,1.5,0.0,0.5,3.0,0.0,1.0,114.5,29.17,0.0,0.0,0.0,-,0.0,-,72
73,24.0,0.0,0.0,0.0,5.0,0.0,0.0,110.5,34.17,0.0,0.0,0.0,-,0.0,-,73
75,22.0,1.5,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,6.0,1836.0,Attendance bonus with 1 day salary for month of Aug 2013,0.0,-,75
77,22.0,1.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,-,0.0,-,77
79,20.0,3.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,79
80,22.0,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,80
81,17.0,7.5,0.0,0.5,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,-,0.0,-,81
82,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,82
84,15.0,8.5,0.0,1.5,1.0,0.0,0.0,32.5,42.97,0.0,1122.0,0.0,-,0.0,-,84
85,22.0,2.0,0.0,1.0,2.5,0.0,1.5,63.5,50.0,0.0,29.0,0.0,-,1285.0,Advance deductions,85
86,5.0,21.5,0.0,0.5,0.0,0.0,0.0,4.0,39.17,0.0,0.0,0.0,-,1500.0,Advance deduction,86
87,20.0,3.0,6.0,1.0,0.0,0.0,0.0,20.0,31.67,0.0,0.0,0.0,-,0.0,-,87
88,22.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,88
89,22.0,2.0,1.0,0.0,2.5,0.0,0.0,96.5,54.95,4681.5,0.0,0.0,-,0.0,-,89
90,24.0,0.0,1.0,0.0,4.0,0.0,0.0,70.0,50.0,3011.5,184.0,0.0,-,1500.0,Advance deduction,90
93,23.0,1.0,0.0,0.0,4.0,0.0,0.0,93.0,41.25,0.0,0.0,0.0,-,0.0,-,93
96,22.0,2.0,0.0,0.0,3.0,0.0,2.0,67.5,35.0,0.0,0.0,0.0,-,0.0,-,96
97,23.0,1.0,0.0,0.0,2.0,0.0,0.0,62.0,39.06,0.0,0.0,0.0,-,0.0,-,97
98,21.0,2.5,0.0,0.5,3.0,0.0,0.0,126.0,51.46,0.0,0.0,0.0,-,0.0,-,98
99,22.0,1.5,0.0,0.5,3.0,0.0,1.0,76.0,33.33,0.0,0.0,0.0,-,500.0,Advance Deduction,99
100,24.0,0.0,1.0,0.0,3.0,0.0,0.0,64.5,33.33,0.0,0.0,0.0,-,0.0,-,100
101,24.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,34.69,0.0,0.0,0.0,-,0.0,-,101
102,22.0,1.5,0.0,0.5,4.0,0.0,0.0,71.5,31.88,0.0,0.0,0.0,-,0.0,-,102
103,23.0,1.0,0.0,0.0,2.0,0.0,1.0,54.5,31.35,0.0,0.0,0.0,-,0.0,-,103
104,21.0,2.5,0.0,0.5,2.0,0.0,0.0,58.0,37.08,0.0,0.0,0.0,-,0.0,-,104
105,22.0,2.0,0.0,0.0,2.0,0.0,0.0,61.5,33.33,0.0,0.0,0.0,-,1000.0,Adv.Ded.,105
106,23.0,1.0,0.0,0.0,3.0,0.0,0.0,98.0,34.58,0.0,0.0,0.0,-,0.0,-,106
107,24.0,0.0,0.0,0.0,2.0,0.0,0.0,78.0,26.04,0.0,0.0,0.0,-,0.0,-,107
108,23.0,1.0,0.0,0.0,4.0,0.0,0.0,83.0,31.39,0.0,0.0,0.0,-,0.0,-,108
109,23.0,1.0,7.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2900.0,Attendance Bonus for the month of July 2013,0.0,-,109
110,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,110
112,21.0,3.5,1.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,112
113,21.0,2.5,4.0,0.5,3.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,-,0.0,-,113
114,21.0,2.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,114
115,21.0,3.0,0.0,0.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,115
116,23.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,116
117,24.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,117
119,20.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,119
120,21.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,120
122,21.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,122
123,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,123
126,20.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,78.0,0.0,-,1000.0,Advance Deduction,126
127,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,-,903.0,Advance Deduction,127
128,23.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,0.0,-,0.0,-,128
129,20.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1950.0,ADV. DEDUCTION,129
130,21.0,2.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,130
133,21.0,2.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,133
134,22.0,1.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,397.0,0.0,-,0.0,-,134
135,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0,-,0.0,-,135
136,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,136
138,21.0,2.5,0.0,0.5,2.0,1.5,0.0,0.0,0.0,0.0,113.0,0.0,-,0.0,-,138
139,21.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,139
141,21.0,3.0,0.0,0.0,3.0,0.0,0.0,80.0,28.33,0.0,0.0,0.0,-,0.0,-,141
142,17.0,7.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,142
143,15.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,143
144,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,144
145,13.0,11.5,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,145
146,9.0,16.5,0.0,0.5,2.0,0.0,4.0,40.5,39.95,681.5,104.0,0.0,-,0.0,-,146
147,15.0,10.0,0.0,0.0,3.0,0.0,5.0,72.5,27.29,534.0,0.0,0.0,,0.0,,147
148,20.0,4.0,0.0,0.0,2.0,0.0,0.0,38.5,32.76,534.0,0.0,0.0,-,0.0,-,148
149,21.0,2.0,0.0,1.0,2.5,0.0,1.5,57.0,39.17,852.5,0.0,0.0,-,300.0,Advance Deduction,149
150,22.0,1.5,1.0,0.0,4.0,0.0,0.0,95.5,29.54,0.0,0.0,0.0,-,0.0,-,150
156,4.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,-,0.0,-,156
157,22.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,840.0,0.0,0.0,-,0.0,-,157
158,19.0,3.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,2100.0,136.0,8050.0,Loyalty,0.0,-,158
159,23.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1870.0,131.0,0.0,-,0.0,-,159
162,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,70496.0,advance deduction,162
163,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,70496.0,advance deduction,163
165,20.0,4.0,0.0,0.0,2.0,0.0,0.0,38.5,45.09,840.0,0.0,0.0,-,0.0,-,165
166,23.0,1.0,0.0,0.0,0.0,0.0,1.0,41.5,29.88,0.0,13.0,0.0,-,0.0,-,166
167,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,167
169,22.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,7580.0,-,9614.0,Advance deduction & cont. for Tanaji Sawant,169
170,21.0,6.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3182.5,0.0,0.0,-,5015.0,Advance deduction & cont. for Tanaji Sawant,170
171,24.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-,250.0,Advance deduction & cont. for Tanaji Sawant,171
172,24.0,2.5,0.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,111.0,0.0,-,1483.0,Advance deduction & cont. for Tanaji Sawant,172
174,26.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,-,500.0,Cont. for Tanaji Sawant,174
175,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,175
176,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,500.0,contr. for Tanaji Sawant,176
177,19.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.0,-,500.0,contr. for Tanaji Sawant,177
178,9.0,20.0,0.0,0.0,0.0,0.0,0.0,18.0,38.66,681.5,215.0,0.0,-,555.0,Adv Deduction,178
179,25.0,2.0,0.0,0.0,3.0,0.0,0.0,76.5,36.67,0.0,0.0,0.0,-,500.0,contr. for Tanaji Sawant,179
180,25.0,2.0,0.0,0.0,3.0,0.0,0.0,84.5,36.69,0.0,0.0,0.0,-,250.0,contr. for Tanaji Sawant,180
181,19.0,9.0,0.0,0.0,0.0,0.0,0.0,39.0,26.21,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,181
182,13.0,15.0,0.0,0.0,1.0,0.0,0.0,27.5,28.43,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,182
183,26.0,1.0,0.0,0.0,1.0,0.0,0.0,68.0,30.24,0.0,0.0,0.0,-,250.0,contr. for Tanaji Sawant,183
185,24.0,2.5,0.0,0.5,1.0,0.0,1.5,0.0,0.0,0.0,85.0,0.0,-,200.0,contr. for Tanaji Sawant,185
186,25.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,24.0,841.0,-,250.0,,186
187,19.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-,250.0,Contri. for Tanaji Sawant,187
188,25.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1772.0,Contri. for Tanaji Sawant-500 & Adv.1272,188
189,25.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-,100.0,Contri. for Tanaji Sawant,189
191,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,191
192,22.0,3.5,0.0,1.5,1.0,0.0,0.0,0.0,0.0,3182.0,260.0,0.0,-,200.0,contri. for Tanaji Sawant,192
193,27.0,0.0,0.0,0.0,2.0,0.0,0.0,72.0,33.87,0.0,0.0,0.0,-,500.0,contr. for Tanaji Sawant,193
194,25.0,1.0,0.0,1.0,2.0,0.0,0.0,65.5,26.61,0.0,0.0,0.0,-,200.0,contr. for Tanaji Sawant,194
195,26.0,1.0,0.0,0.0,0.0,0.0,1.0,58.5,28.23,0.0,0.0,0.0,-,2100.0,"Adv Dedn - 2000, contr. for Tanaji Sawant- 100",195
196,18.0,10.0,0.0,0.0,0.0,0.0,8.0,42.0,33.06,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,196
197,27.0,0.0,0.0,0.0,3.0,0.0,0.0,74.5,26.41,534.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,197
198,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,-,0.0,-,198
200,24.0,2.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-,0.0,-,200
202,20.0,6.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,202
203,26.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,203
204,22.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,32.26,0.0,0.0,0.0,-,0.0,-,204
205,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,205
207,27.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,41.58,0.0,1185.0,0.0,-,700.0,Contri for Tanaji Sawant,207
208,25.0,1.0,0.0,1.0,3.0,0.0,1.0,74.5,48.39,0.0,32.0,0.0,-,0.0,,208
209,26.0,1.0,0.0,0.0,1.0,0.0,0.0,49.0,37.9,0.0,0.0,0.0,-,0.0,-,209
210,24.0,1.5,0.0,0.0,1.0,0.0,0.0,47.5,30.65,0.0,0.0,0.0,-,1055.0,Adv dedn,210
211,25.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-,250.0,contr. for Tanaji Sawant,211
212,21.0,6.0,0.0,0.0,0.0,0.0,0.0,54.5,53.18,4681.5,0.0,0.0,-,0.0,-,212
213,23.0,2.5,0.0,1.5,2.0,0.0,0.0,67.0,48.39,3011.5,137.0,0.0,-,2000.0,Adv Dedn - 1500 contr. for Tanaji Sawant - 500,213
214,24.0,3.0,0.0,0.0,1.0,0.0,0.0,66.0,31.7,534.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,214
215,24.0,2.5,0.0,1.5,0.0,0.0,0.0,57.0,37.9,852.5,0.0,0.0,-,250.0,contr. for Tanaji Sawant,215
216,26.0,1.0,0.0,0.0,0.0,0.0,1.0,79.5,39.92,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,216
217,22.0,5.0,0.0,0.0,0.0,0.0,0.0,54.5,43.64,840.0,0.0,0.0,-,6000.0,Adv Dedn,217
218,25.0,2.0,0.0,0.0,1.0,0.0,0.0,48.0,28.59,0.0,0.0,0.0,-,200.0,contr. for Tanaji Sawant,218
219,25.0,1.5,0.0,0.0,1.0,0.0,1.0,56.0,33.87,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,219
220,27.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,37.8,0.0,0.0,0.0,-,250.0,contr. for Tanaji Sawant,220
221,26.0,0.5,0.0,0.5,0.0,0.0,0.0,68.5,49.8,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,221
222,18.0,6.5,0.0,1.5,1.0,0.0,0.0,54.5,32.26,0.0,0.0,0.0,-,1200.0,"Adv Dedn - 1000, contr. for Tanaji Sawant - 200",222
223,27.0,0.0,0.0,0.0,3.0,0.0,0.0,74.0,32.26,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,223
224,24.0,2.5,0.0,0.5,2.0,0.0,0.0,92.0,33.57,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,224
225,25.0,1.5,0.0,0.5,1.0,0.0,0.0,54.0,30.85,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,225
226,23.0,4.0,0.0,0.0,3.0,0.0,3.0,59.5,30.34,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,226
227,25.0,1.5,0.0,0.5,1.0,0.0,0.0,60.0,35.89,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,227
228,26.0,1.0,0.0,0.0,2.0,0.0,0.0,66.5,32.26,0.0,0.0,0.0,-,1100.0,"Adv Dedn - 1000, contr. for Tanaji Sawant - 100",228
229,20.0,7.5,0.0,0.5,0.0,0.0,0.0,57.0,33.47,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,229
230,26.0,1.0,0.0,0.0,1.0,0.0,0.0,74.5,25.2,0.0,0.0,0.0,-,100.0,contr. for Tanaji Sawant,230
231,20.0,6.0,0.0,1.0,2.0,0.0,4.0,62.0,30.38,0.0,0.0,0.0,-,500.0,contr. for Tanaji Sawant,231
232,19.0,8.0,13.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,621.0,-,0.0,-,232
234,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,500.0,Contri. for Tanaji Sawant,234
235,9.0,21.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,-,1000.0,Contri. for Tanaji Sawant,235
236,23.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,500.0,Contri. for Tanaji Sawant,236
237,25.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,500.0,Contri. for Tanaji Sawant,237
238,24.0,2.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,627.0,-,0.0,-,238
239,25.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-,100.0,Contri. for Tanaji Sawant,239
241,25.0,1.5,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,-,100.0,Contri. for Tanaji Sawant,241
242,26.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,100.0,Contri. for Tanaji Sawant,242
244,24.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,100.0,Contri. for Tanaji Sawant,244
245,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,100.0,Contri. for Tanaji Sawant,245
246,21.0,5.0,11.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-,2000.0,Contri. for Tanaji Sawant,246
247,19.0,6.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,176.0,6000.0,-,500.0,Contri. for Tanaji Sawant,247
248,24.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,63.0,0.0,-,250.0,Contri. for Tanaji Sawant,248
249,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,250.0,Contri. for Tanaji Sawant,249
250,24.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,250.0,Contri. for Tanaji Sawant,250
251,18.0,8.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,251
252,24.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,-,200.0,Contri. for Tanaji Sawant,252
253,25.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2100.0,25.0,0.0,-,5706.0,"Adv Dedn - 5206, Contri. for Tanaji Sawant - 500",253
254,26.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1870.0,241.0,0.0,-,7190.0,"Adv dedn - 6990, Contri. for Tanaji Sawant - 200",254
256,24.0,2.0,0.0,0.5,1.5,2.0,0.0,0.0,0.0,0.0,262.0,0.0,-,200.0,Adv Dedn,256
257,26.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,-,100.0,Contri. for Tanaji Sawant,257
258,24.0,2.0,0.0,1.5,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,500.0,Contri. for Tanaji Sawant,258
259,23.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,840.0,0.0,0.0,-,100.0,Contri. for Tanaji Sawant,259
261,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,353.0,0.0,-,250.0,contr. for Tanaji Sawant,261
262,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,262
263,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,500.0,Contr. for Tanaji Sawant,263
264,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,250.0,Contr. for Tanaji Sawant,264
265,26.0,1.0,0.0,0.0,1.0,0.0,1.0,56.5,28.91,0.0,1.0,0.0,-,100.0,Contr. for Tanaji Sawant,265
266,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-,0.0,-,266
267,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,300.0,Contr. for Tanaji Sawant,267
268,27.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,-,200.0,Contr. for Tanaji Sawant,268
269,19.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,269
270,24.0,4.0,0.0,1.0,1.0,0.0,0.0,47.5,26.21,0.0,0.0,0.0,-,0.0,-,270
271,24.0,3.0,0.0,0.0,1.0,0.0,0.0,43.5,27.42,0.0,0.0,0.0,-,100.0,Contri.  for Tanaji Sawant,271
272,18.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,1000.0,Contri.  for Tanaji Sawant,272
274,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,274
275,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,76496.0,-,275
276,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,76496.0,-,276
277,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,-,100.0,Adv Dedn,277
278,24.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0,-,300.0,Adv Dedn,278
279,24.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5500.0,-,0.0,-,279
282,24.5,1.5,0.0,0.5,2.0,0.0,1.5,61.0,37.9,852.5,0.0,815.0,Last Month Overtime Mistek,0.0,,282
284,24.5,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,,0.0,,284
285,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,,285
286,15.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,364.0,0.0,,0.0,,286
287,14.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,,287
288,18.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,226.0,0.0,,0.0,,288
289,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.5,0.0,0.0,,0.0,,289
290,21.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,170.0,0.0,,0.0,,290
291,19.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,291
292,16.0,5.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,292
293,12.0,13.5,2.0,1.5,1.0,0.0,2.0,28.0,39.95,681.5,256.0,0.0,,0.0,,293
294,15.5,6.5,0.0,0.0,1.0,0.0,3.0,39.5,37.9,0.0,0.0,0.0,,0.0,,294
