Id,SysDate,SysTime,CompId,FinYearId,SessionId,MRNNo
2515,2018-06-18,10:37:16 AM,1,6,sapl0066,0083
2516,2018-06-19,4:59:53 PM,1,6,sapl0066,0084
2517,2018-06-26,1:15:06 PM,1,6,sapl0282,0085
2518,2018-06-29,9:34:07 AM,1,6,sapl0282,0086
2519,2018-07-02,1:26:46 PM,1,6,sapl0282,0087
2520,2018-07-11,7:45:58 PM,1,6,sapl0066,0088
2521,2018-07-11,7:57:08 PM,1,6,sapl0066,0089
2522,2018-07-11,7:58:16 PM,1,6,sapl0066,0090
2523,2018-07-17,2:39:29 PM,1,6,sapl0282,0091
2524,2018-07-17,5:07:12 PM,1,6,sapl0066,0092
2525,2018-07-17,7:20:50 PM,1,6,sapl0066,0093
2526,2018-07-23,12:09:35 PM,1,6,sapl0066,0094
2527,2018-07-26,3:47:27 PM,1,6,sapl0066,0095
2528,2018-07-26,3:47:41 PM,1,6,sapl0066,0096
2529,2018-07-27,10:19:51 AM,1,6,sapl0276,0097
2530,2018-07-27,10:46:25 AM,1,6,Sapl0066,0098
2531,2018-08-01,11:28:56 AM,1,6,sapl0066,0099
2532,2018-08-03,8:49:37 AM,1,6,sapl0066,0100
2533,2018-08-03,8:58:08 AM,1,6,sapl0066,0101
2534,2018-08-03,1:22:43 PM,1,6,sapl0066,0102
2535,2018-08-03,1:27:18 PM,1,6,sapl0066,0103
2536,2018-08-07,5:00:21 PM,1,6,sapl0219,0104
2537,2018-08-14,4:11:37 PM,1,6,sapl0282,0105
2538,2018-08-13,2:42:28 PM,1,6,sapl0282,0106
2539,2018-08-13,2:46:39 PM,1,6,sapl0219,0107
2540,2018-08-14,11:45:36 AM,1,6,sapl0282,0108
2541,2018-08-14,12:03:22 PM,1,6,sapl0282,0109
2542,2018-08-16,10:26:16 AM,1,6,sapl0282,0110
2543,2018-08-16,11:11:51 AM,1,6,sapl0282,0111
2544,2018-08-16,11:17:53 AM,1,6,sapl0282,0112
2545,2018-08-16,12:12:17 PM,1,6,sapl0282,0113
2546,2018-08-17,9:32:38 AM,1,6,sapl0282,0114
2547,2018-08-22,2:17:40 PM,1,6,Sapl0251,0115
2548,2018-08-22,2:36:15 PM,1,6,Sapl0251,0116
2549,2018-08-27,11:10:07 AM,1,6,sapl0054,0117
2550,2018-08-31,10:41:59 AM,1,6,sapl0054,0118
2551,2018-08-31,10:43:34 AM,1,6,sapl0054,0119
2552,2018-08-31,10:43:54 AM,1,6,sapl0054,0120
2553,2018-08-31,10:44:05 AM,1,6,sapl0054,0121
2554,2018-08-31,1:30:36 PM,1,6,sapl0282,0122
2555,2018-09-01,9:16:06 AM,1,6,sapl0054,0123
2556,2018-09-01,9:17:11 AM,1,6,sapl0054,0124
2557,2018-09-01,10:24:08 AM,1,6,Sapl0251,0125
2558,2018-09-01,10:33:35 AM,1,6,Sapl0251,0126
2559,2018-09-03,3:51:55 PM,1,6,sapl0066,0127
2560,2018-09-03,3:55:04 PM,1,6,sapl0066,0128
2561,2018-09-05,4:48:28 PM,1,6,sapl0066,0129
2562,2018-09-05,4:53:32 PM,1,6,sapl0066,0130
2563,2018-09-05,5:38:39 PM,1,6,Sapl0251,0131
2564,2018-09-07,9:22:59 AM,1,6,Sapl0251,0132
2565,2018-09-10,5:46:47 PM,1,6,sapl0282,0133
2566,2018-09-11,11:28:15 AM,1,6,sapl0282,0134
2567,2018-09-11,3:13:26 PM,1,6,Sapl0251,0135
2568,2018-09-11,4:16:15 PM,1,6,Sapl0251,0136
2569,2018-09-11,5:38:57 PM,1,6,Sapl0251,0137
2570,2018-09-15,10:16:39 AM,1,6,sapl0066,0138
2571,2018-09-15,11:43:16 AM,1,6,Sapl0251,0139
2572,2018-09-15,2:31:33 PM,1,6,Sapl0251,0140
2573,2018-09-17,5:15:47 PM,1,6,Sapl0251,0141
2574,2018-09-18,10:19:13 AM,1,6,Sapl0251,0142
2575,2018-09-18,10:58:13 AM,1,6,Sapl0251,0143
2576,2018-09-18,11:54:15 AM,1,6,Sapl0251,0144
2577,2018-09-18,12:02:21 PM,1,6,Sapl0251,0145
2578,2018-09-19,10:00:15 AM,1,6,Sapl0251,0146
2579,2018-09-19,10:08:53 AM,1,6,Sapl0251,0147
2580,2018-09-19,10:16:08 AM,1,6,Sapl0251,0148
2581,2018-09-19,10:30:13 AM,1,6,Sapl0251,0149
2582,2018-09-19,11:44:22 AM,1,6,Sapl0251,0150
2583,2018-09-19,12:00:05 PM,1,6,Sapl0251,0151
2584,2018-09-19,2:07:40 PM,1,6,Sapl0251,0152
2585,2018-09-20,4:05:58 PM,1,6,Sapl0251,0153
2586,2018-09-21,9:58:46 AM,1,6,Sapl0251,0154
2587,2018-09-25,11:51:32 AM,1,6,sapl0219,0155
2588,2018-09-27,9:57:26 AM,1,6,sapl0251,0156
2589,2018-09-27,10:11:04 AM,1,6,sapl0251,0157
2590,2018-09-27,10:34:30 AM,1,6,sapl0251,0158
2591,2018-09-27,11:36:45 AM,1,6,sapl0251,0159
2592,2018-09-27,12:06:52 PM,1,6,sapl0251,0160
2593,2018-09-27,1:42:12 PM,1,6,sapl0251,0161
2594,2018-09-27,2:13:43 PM,1,6,sapl0251,0162
2595,2018-09-28,2:39:41 PM,1,6,sapl0251,0163
2596,2018-09-28,2:58:04 PM,1,6,sapl0251,0164
2597,2018-09-28,3:21:28 PM,1,6,sapl0251,0165
2598,2018-09-28,3:44:25 PM,1,6,Sapl0251,0166
2599,2018-09-29,10:47:55 AM,1,6,Sapl0251,0167
2600,2018-09-29,11:08:36 AM,1,6,sapl0251,0168
2601,2018-09-29,11:27:53 AM,1,6,Sapl0251,0169
2602,2018-09-29,12:19:45 PM,1,6,Sapl0251,0170
2603,2018-09-29,2:33:13 PM,1,6,sapl0251,0171
2604,2018-09-29,2:55:29 PM,1,6,sapl0251,0172
2605,2018-10-04,12:18:29 PM,1,6,sapl0251,0173
2606,2018-10-04,2:35:19 PM,1,6,sapl0251,0174
2607,2018-10-04,4:20:15 PM,1,6,sapl0251,0175
2608,2018-10-04,5:13:45 PM,1,6,sapl0251,0176
2609,2018-10-04,5:52:14 PM,1,6,sapl0251,0177
2610,2018-10-05,10:48:07 AM,1,6,sapl0251,0178
2611,2018-10-05,10:52:06 AM,1,6,sapl0251,0179
2612,2018-10-05,2:42:11 PM,1,6,sapl0251,0180
2613,2018-10-05,4:34:05 PM,1,6,sapl0251,0181
2614,2018-10-06,2:07:28 PM,1,6,sapl0251,0182
2615,2018-10-06,2:26:24 PM,1,6,sapl0251,0183
2616,2018-10-06,2:35:44 PM,1,6,sapl0251,0184
2617,2018-10-08,10:56:40 AM,1,6,sapl0251,0185
2618,2018-10-08,12:14:52 PM,1,6,sapl0251,0186
2619,2018-10-08,2:41:23 PM,1,6,sapl0251,0187
2620,2018-10-08,3:31:25 PM,1,6,sapl0251,0188
2621,2018-10-08,4:21:21 PM,1,6,sapl0251,0189
2622,2018-10-09,4:11:25 PM,1,6,sapl0251,0190
2623,2018-10-10,8:54:22 AM,1,6,sapl0066,0191
2624,2018-10-10,11:49:49 AM,1,6,sapl0251,0192
2625,2018-10-16,4:34:42 PM,1,6,sapl0251,0193
2626,2018-10-16,4:50:11 PM,1,6,sapl0251,0194
2627,2018-10-19,11:58:10 AM,1,6,sapl0251,0195
2628,2018-10-22,1:48:02 PM,1,6,sapl0251,0196
2629,2018-10-22,2:05:27 PM,1,6,sapl0251,0197
2630,2018-10-26,10:42:33 AM,1,6,sapl0251,0198
2633,2018-10-26,2:39:54 PM,1,6,sapl0251,0199
2635,2018-10-30,4:35:32 PM,1,6,sapl0251,0200
2636,2018-11-03,10:53:59 AM,1,6,sapl0251,0201
2637,2018-11-21,5:57:08 PM,1,6,sapl0251,0202
2638,2018-12-03,10:28:50 AM,1,6,sapl0219,0203
2639,2018-12-03,10:41:04 AM,1,6,sapl0219,0204
2640,2018-12-04,11:30:07 AM,1,6,sapl0219,0205
2641,2019-01-05,2:21:24 PM,1,6,sapl0066,0206
2642,2019-01-05,6:52:37 PM,1,6,sapl0066,0207
2643,2019-01-05,6:54:53 PM,1,6,sapl0066,0208
2644,2019-01-09,1:49:49 PM,1,6,sapl0066,0209
2645,2019-01-09,1:50:14 PM,1,6,sapl0066,0210
2646,2019-01-11,10:39:32 AM,1,6,sapl0219,0211
2647,2019-01-11,1:29:52 PM,1,6,sapl0066,0212
2648,2019-01-28,3:39:14 PM,1,6,sapl0066,0213
2649,2019-01-28,3:40:31 PM,1,6,sapl0066,0214
2650,2019-01-28,3:42:42 PM,1,6,sapl0066,0215
2651,2019-01-28,3:46:28 PM,1,6,sapl0066,0216
2652,2019-01-28,4:03:00 PM,1,6,sapl0066,0217
2653,2019-01-28,4:07:43 PM,1,6,sapl0066,0218
2654,2019-01-31,11:56:32 AM,1,6,sapl0282,0219
2655,2019-01-31,12:06:08 PM,1,6,sapl0282,0220
2656,2019-02-06,12:06:36 PM,1,6,sapl0066,0221
2657,2019-02-06,12:07:20 PM,1,6,sapl0066,0222
2658,2019-02-06,12:08:36 PM,1,6,sapl0066,0223
2659,2019-02-06,12:09:21 PM,1,6,sapl0066,0224
2660,2019-02-06,12:11:41 PM,1,6,sapl0066,0225
2661,2019-02-06,12:12:14 PM,1,6,sapl0066,0226
2662,2019-02-06,12:12:30 PM,1,6,sapl0066,0227
2663,2019-02-06,12:12:51 PM,1,6,sapl0066,0228
2664,2019-02-06,12:13:30 PM,1,6,sapl0066,0229
2665,2019-02-06,12:13:56 PM,1,6,sapl0066,0230
2666,2019-02-06,12:14:35 PM,1,6,sapl0066,0231
2667,2019-02-06,7:08:54 PM,1,6,sapl0066,0232
2668,2019-02-06,7:16:43 PM,1,6,sapl0066,0233
2669,2019-02-12,1:45:47 PM,1,6,sapl0066,0234
2670,2019-02-12,2:09:45 PM,1,6,sapl0066,0235
2671,2019-02-12,2:10:28 PM,1,6,sapl0066,0236
2672,2019-02-12,2:10:52 PM,1,6,sapl0066,0237
2673,2019-02-14,11:56:22 AM,1,6,sapl0066,0238
2674,2019-02-14,11:57:48 AM,1,6,sapl0066,0239
2675,2019-02-14,12:12:44 PM,1,6,sapl0066,0240
2676,2019-02-14,7:24:13 PM,1,6,sapl0066,0241
2677,2019-02-14,7:28:36 PM,1,6,sapl0066,0242
2678,2019-02-14,7:29:46 PM,1,6,sapl0066,0243
2679,2019-02-23,1:28:01 PM,1,6,sapl0066,0244
2680,2019-02-23,1:28:18 PM,1,6,sapl0066,0245
2681,2019-03-04,1:43:49 PM,1,6,sapl0066,0246
2682,2019-03-04,1:45:53 PM,1,6,sapl0066,0247
2683,2019-03-04,1:49:49 PM,1,6,sapl0066,0248
2684,2019-03-04,1:51:16 PM,1,6,sapl0066,0249
2685,2019-03-16,2:39:48 PM,1,6,sapl0066,0250
2686,2019-03-16,2:47:21 PM,1,6,sapl0066,0251
2687,2019-03-16,2:49:31 PM,1,6,sapl0066,0252
2688,2019-03-16,2:50:39 PM,1,6,sapl0066,0253
2689,2019-03-16,2:51:31 PM,1,6,sapl0066,0254
2690,2019-03-16,2:52:35 PM,1,6,sapl0066,0255
2691,2019-03-16,2:53:06 PM,1,6,sapl0066,0256
2692,2019-03-31,10:16:05 AM,1,6,Sapl0054,0257
2693,2019-03-31,10:42:38 AM,1,6,Sapl0054,0258
2694,2019-04-27,2:44:26 PM,1,7,Sapl0054,0001
2695,2019-04-27,2:48:34 PM,1,7,Sapl0054,0002
2696,2019-04-27,3:53:31 PM,1,7,Sapl0054,0003
2697,2019-04-27,4:55:59 PM,1,7,Sapl0054,0004
2698,2019-04-27,5:49:12 PM,1,7,Sapl0054,0005
2699,2019-04-30,11:48:00 AM,1,7,sapl0282,0006
2700,2019-04-30,1:19:15 PM,1,7,Sapl0282,0007
2701,2019-04-30,1:23:22 PM,1,7,sapl0066,0008
2702,2019-04-30,5:21:00 PM,1,7,sapl0282,0009
2703,2019-05-03,2:31:47 PM,1,7,sapl0282,0010
2704,2019-05-03,5:01:17 PM,1,7,sapl0282,0011
2705,2019-05-06,4:53:43 PM,1,7,Sapl0054,0012
2706,2019-05-09,10:18:56 AM,1,7,sapl0066,0013
2707,2019-05-10,11:10:55 AM,1,7,sapl0282,0014
2708,2019-05-10,11:27:40 AM,1,7,sapl0282,0015
2709,2019-05-13,2:33:35 PM,1,7,Sapl0054,0016
2710,2019-05-13,2:34:24 PM,1,7,Sapl0054,0017
2711,2019-05-17,3:20:27 PM,1,7,Sapl0054,0018
2712,2019-05-17,3:20:53 PM,1,7,Sapl0054,0019
2713,2019-05-24,12:08:50 PM,1,7,sapl0066,0020
2714,2019-05-29,1:31:43 PM,1,7,sapl0282,0021
2715,2019-05-29,1:40:50 PM,1,7,sapl0282,0022
2716,2019-05-29,4:50:56 PM,1,7,Sapl0054,0023
2717,2019-05-29,4:52:30 PM,1,7,Sapl0054,0024
2718,2019-06-17,2:23:11 PM,1,7,sapl0307,0025
2719,2019-06-17,2:28:02 PM,1,7,sapl0307,0026
2720,2019-06-17,6:41:12 PM,1,7,sapl0307,0027
2721,2019-06-17,6:45:16 PM,1,7,sapl0307,0028
2722,2019-06-17,7:10:13 PM,1,7,sapl0307,0029
2723,2019-06-18,5:13:10 PM,1,7,Sapl0061,0030
2724,2019-06-20,11:53:16 AM,1,7,sapl0307,0031
2725,2019-06-20,11:53:30 AM,1,7,sapl0307,0032
2726,2019-07-17,11:49:51 AM,1,7,sapl0282,0033
2727,2019-07-22,11:41:43 AM,1,7,sapl0282,0034
2728,2019-07-22,12:00:42 PM,1,7,sapl0282,0035
2729,2019-07-22,12:07:12 PM,1,7,sapl0282,0036
2730,2019-07-26,12:53:47 PM,1,7,sapl0282,0037
2731,2019-07-26,1:45:05 PM,1,7,sapl0282,0038
2732,2019-07-26,1:50:59 PM,1,7,sapl0282,0039
2733,2019-07-26,2:09:21 PM,1,7,sapl0282,0040
2734,2019-07-26,4:07:01 PM,1,7,sapl0282,0041
2735,2019-07-26,4:12:52 PM,1,7,sapl0066,0042
2736,2019-08-08,11:23:38 AM,1,7,sapl0219,0043
2737,2019-08-13,12:18:01 PM,1,7,sapl0054,0044
2738,2019-08-16,4:34:34 PM,1,7,sapl0219,0045
2739,2019-08-17,12:08:25 PM,1,7,Sapl0061,0046
2740,2019-08-17,2:04:15 PM,1,7,sapl0307,0047
2741,2019-08-17,6:49:55 PM,1,7,sapl0307,0048
2742,2019-08-17,7:12:15 PM,1,7,sapl0307,0049
2743,2019-08-18,2:06:27 PM,1,7,sapl0061,0050
2744,2019-08-18,2:12:25 PM,1,7,sapl0061,0051
2745,2019-08-22,4:50:20 PM,1,7,sapl0307,0052
2746,2019-08-22,5:11:18 PM,1,7,sapl0307,0053
2747,2019-09-05,12:52:38 PM,1,7,sapl0307,0054
2748,2019-09-05,4:04:05 PM,1,7,sapl0307,0055
2749,2019-09-05,4:56:42 PM,1,7,sapl0307,0056
2750,2019-09-18,4:05:15 PM,1,7,sapl0307,0057
2751,2019-09-18,4:05:21 PM,1,7,sapl0066,0058
2752,2019-09-23,4:23:02 PM,1,7,sapl0219,0059
2753,2019-10-12,9:50:48 AM,1,7,Sapl0054,0060
2754,2019-10-14,9:08:21 AM,1,7,sapl0066,0061
2755,2019-10-14,9:08:34 AM,1,7,sapl0066,0062
2756,2019-10-14,11:49:32 AM,1,7,sapl0307,0063
2757,2019-11-04,12:16:25 PM,1,7,Sapl0001,0064
2758,2019-11-15,10:23:35 AM,1,7,Sapl0054,0065
2759,2019-11-15,12:34:08 PM,1,7,Sapl0054,0066
2760,2019-11-15,12:34:25 PM,1,7,Sapl0054,0067
2761,2019-11-16,9:34:44 AM,1,7,Sapl0054,0068
2762,2019-11-16,9:35:16 AM,1,7,Sapl0054,0069
2763,2019-11-16,9:35:26 AM,1,7,Sapl0054,0070
2764,2019-11-16,9:36:03 AM,1,7,Sapl0054,0071
2765,2019-11-16,9:37:23 AM,1,7,Sapl0054,0072
2766,2019-11-16,9:38:17 AM,1,7,Sapl0054,0073
2767,2019-11-18,9:45:49 AM,1,7,Sapl0054,0074
2768,2019-11-18,9:46:42 AM,1,7,Sapl0054,0075
2769,2019-11-18,9:47:25 AM,1,7,Sapl0054,0076
2770,2019-11-18,9:47:55 AM,1,7,Sapl0054,0077
2771,2019-11-18,9:48:16 AM,1,7,Sapl0054,0078
2772,2019-11-18,9:48:38 AM,1,7,Sapl0054,0079
2773,2019-11-18,9:49:04 AM,1,7,Sapl0054,0080
2774,2019-11-18,9:50:21 AM,1,7,Sapl0054,0081
2775,2019-11-18,9:50:32 AM,1,7,Sapl0054,0082
2776,2019-11-18,9:51:14 AM,1,7,Sapl0054,0083
2777,2019-11-18,9:52:05 AM,1,7,Sapl0054,0084
2778,2019-11-18,9:52:54 AM,1,7,Sapl0054,0085
2779,2019-11-18,9:53:29 AM,1,7,Sapl0054,0086
2780,2019-11-18,9:53:41 AM,1,7,Sapl0054,0087
2781,2019-11-20,9:07:07 AM,1,7,Sapl0054,0088
2782,2019-12-01,10:27:46 AM,1,7,Sapl0054,0089
2783,2019-12-02,1:44:46 PM,1,7,sapl0066,0090
2784,2019-12-14,10:10:28 AM,1,7,Sapl0054,0091
2785,2019-12-18,2:27:02 PM,1,7,Sapl0054,0092
2786,2019-12-18,2:27:46 PM,1,7,Sapl0054,0093
2787,2019-12-18,2:28:43 PM,1,7,Sapl0054,0094
2788,2019-12-18,2:30:16 PM,1,7,Sapl0054,0095
2789,2020-01-06,9:30:43 AM,1,7,Sapl0054,0096
2790,2020-01-06,9:31:16 AM,1,7,Sapl0054,0097
2791,2020-01-06,9:31:36 AM,1,7,Sapl0054,0098
2792,2020-01-08,11:25:30 AM,1,7,Sapl0054,0099
2793,2020-01-13,8:54:50 AM,1,7,Sapl0054,0100
2794,2020-01-18,10:48:59 AM,1,7,Sapl0054,0101
2795,2020-01-18,3:11:32 PM,1,7,SAPL0314,0102
2796,2020-01-18,3:12:47 PM,1,7,SAPL0314,0103
2797,2020-01-20,10:55:40 AM,1,7,sapl0282,0104
2798,2020-01-22,10:12:19 AM,1,7,Sapl0054,0105
2799,2020-01-22,4:35:59 PM,1,7,sapl0282,0106
2800,2020-01-22,4:41:22 PM,1,7,sapl0282,0107
2801,2020-01-22,4:56:11 PM,1,7,sapl0282,0108
2802,2020-01-24,12:02:07 PM,1,7,sapl0314,0109
2803,2020-01-24,12:22:09 PM,1,7,sapl0314,0110
2804,2020-01-27,4:22:27 PM,1,7,sapl0314,0111
2805,2020-01-28,2:05:08 PM,1,7,sapl0314,0112
2806,2020-02-12,10:26:27 AM,1,7,sapl0312,0113
2807,2020-02-12,11:09:09 AM,1,7,sapl0312,0114
2808,2020-02-12,11:32:39 AM,1,7,sapl0312,0115
2809,2020-02-12,2:05:42 PM,1,7,sapl0312,0116
2810,2020-02-14,11:05:14 AM,1,7,sapl0312,0117
2811,2020-02-17,12:10:14 PM,1,7,sapl0312,0118
2812,2020-03-13,10:49:24 AM,1,7,sapl0312,0119
2813,2020-03-13,2:19:22 PM,1,7,sapl0312,0120
2814,2020-03-13,2:29:11 PM,1,7,sapl0312,0121
2815,2020-03-14,12:03:18 PM,1,7,sapl0312,0122
2816,2020-05-25,11:58:09 AM,1,7,sapl0312,0123
2817,2020-05-25,12:05:28 PM,1,7,sapl0312,0124
2818,2020-05-26,9:16:29 AM,1,7,sapl0312,0125
2819,2020-05-26,9:25:26 AM,1,7,sapl0312,0126
2820,2020-05-26,9:30:04 AM,1,7,sapl0312,0127
2821,2020-05-27,1:02:29 PM,1,7,sapl0312,0128
2822,2020-05-28,9:39:54 AM,1,7,sapl0312,0129
2823,2020-06-03,9:28:53 AM,1,7,sapl0312,0130
2824,2020-06-03,9:37:58 AM,1,7,sapl0312,0131
2825,2020-06-06,8:52:24 AM,1,7,sapl0312,0132
2826,2020-06-06,9:02:36 AM,1,7,sapl0312,0133
2827,2020-06-06,9:14:36 AM,1,7,sapl0312,0134
2828,2020-06-06,9:39:03 AM,1,7,sapl0312,0135
2829,2020-06-06,11:54:47 AM,1,7,sapl0312,0136
2830,2020-06-06,12:26:19 PM,1,7,sapl0312,0137
2831,2020-06-06,1:43:29 PM,1,7,sapl0312,0138
2832,2020-06-06,2:16:15 PM,1,7,sapl0312,0139
2833,2020-06-06,4:07:47 PM,1,7,sapl0312,0140
2834,2020-06-06,4:25:31 PM,1,7,sapl0312,0141
2835,2020-06-06,5:07:39 PM,1,7,sapl0312,0142
2836,2020-06-07,10:15:46 AM,1,7,sapl0312,0143
2837,2020-06-07,11:03:34 AM,1,7,sapl0312,0144
2838,2020-06-07,3:44:14 PM,1,7,sapl0312,0145
2839,2020-06-09,2:29:57 PM,1,7,sapl0312,0146
2840,2020-06-09,3:59:09 PM,1,7,sapl0312,0147
2841,2020-06-10,1:31:14 PM,1,7,sapl0312,0148
2842,2020-06-12,1:37:21 PM,1,7,sapl0312,0149
2843,2020-06-14,10:45:03 AM,1,7,sapl0312,0150
2844,2020-06-14,3:16:59 PM,1,7,sapl0312,0151
2845,2020-06-14,4:59:57 PM,1,7,sapl0312,0152
2846,2020-06-15,12:56:19 PM,1,7,sapl0312,0153
2847,2020-06-16,3:44:37 PM,1,7,sapl0312,0154
2848,2020-06-19,10:29:25 AM,1,7,sapl0312,0155
2849,2020-06-19,11:22:03 AM,1,7,sapl0312,0156
2850,2020-06-19,12:08:43 PM,1,7,sapl0312,0157
2851,2020-06-19,4:36:23 PM,1,7,sapl0312,0158
2852,2020-06-19,5:00:42 PM,1,7,sapl0312,0159
2853,2020-06-20,5:10:27 PM,1,7,sapl0312,0160
2854,2020-06-24,9:33:17 AM,1,7,sapl0312,0161
2855,2020-06-26,2:16:09 PM,1,7,sapl0312,0162
2856,2020-06-26,2:47:47 PM,1,7,sapl0312,0163
2857,2020-06-26,2:53:07 PM,1,7,sapl0312,0164
2858,2020-06-26,2:56:24 PM,1,7,sapl0312,0165
2859,2020-06-26,3:13:29 PM,1,7,sapl0312,0166
2860,2020-06-27,2:02:04 PM,1,7,sapl0312,0167
2861,2020-06-27,2:39:38 PM,1,7,sapl0312,0168
2862,2020-06-27,2:57:08 PM,1,7,sapl0312,0169
2863,2020-06-30,11:00:49 AM,1,7,sapl0312,0170
2864,2020-07-04,5:15:56 PM,1,7,sapl0312,0171
2865,2020-07-10,11:51:50 AM,1,7,sapl0312,0172
2866,2020-07-10,11:59:14 AM,1,7,sapl0312,0173
2867,2020-07-11,4:21:58 PM,1,7,sapl0312,0174
