Id,SysDate,SysTime,CompId,FinYearId,SessionId,InvoiceNo,PONo,WONo,InvoiceMode,DateOfIssueInvoice,DateOfRemoval,TimeOfIssueInvoice,TimeOfRemoval,NatureOfRemoval,Commodity,TariffHeading,ModeOfTransport,RRGCNo,VehiRegNo,DutyRate,CustomerCode,CustomerCategory,Buyer_name,Buyer_add,Buyer_state,Buyer_country,Buyer_cotper,Buyer_ph,Buyer_email,Buyer_ecc,Buyer_tin,Buyer_mob,Buyer_fax,Buyer_vat,Cong_name,Cong_add,Cong_state,Cong_country,Cong_cotper,Cong_ph,Cong_email,Cong_ecc,Cong_tin,Cong_mob,Cong_fax,Cong_vat,AddType,AddAmt,DeductionType,Deduction,PFType,PF,CENVAT,SEDType,SED,AEDType,AED,VAT,SelectedCST,CST,FreightType,Freight,InsuranceType,Insurance,POId,OtherAmt,Buyer_city,Cong_city
883,2018-06-25,11:43:38 AM,1,6,Sapl0031,0011,VERB2JUN,"586,",2,2018-06-25,2018-06-25,09:00:00 AM,09:15:00 AM,2,4,,3,-,-,-,J019,1,JAPTECH ENGICORP [J019],"PLOT NO.55, GAT NO. 444/2 SUCCESS INDUSTRIAL PARK, OPPOSITE MAHINDRA & MAHINDRA VEHICLE GATE NO. 8, NIGHOJE, CHAKAN - 410501",21,1,DEEPAK AGARWAL,9822274871,dsagarwal@gmail.com,-,27AAOFJ2443C1ZI,9822274871,-,-,JAPTECH ENGICORP [J019],"PLOT NO.55, GAT NO. 444/2 SUCCESS INDUSTRIAL PARK, OPPOSITE MAHINDRA & MAHINDRA VEHICLE GATE NO. 8, NIGHOJE, CHAKAN - 410501",21,1,DEEPAK AGARWAL,9822274871,dsagarwal@gmail.com,-,27AAOFJ2443C1ZI,9822274871,-,-,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,609,0.0,405,405
884,2018-06-25,11:44:42 AM,1,6,Sapl0031,0012,02,"588,",2,2018-06-25,2018-06-25,09:30:00 AM,09:45:00 AM,2,6,,3,-,-,-,J019,1,JAPTECH ENGICORP [J019],"PLOT NO.55, GAT NO. 444/2 SUCCESS INDUSTRIAL PARK, OPPOSITE MAHINDRA & MAHINDRA VEHICLE GATE NO. 8, NIGHOJE, CHAKAN - 410501",21,1,DEEPAK AGARWAL,9822274871,dsagarwal@gmail.com,-,27AAOFJ2443C1ZI,9822274871,-,-,JAPTECH ENGICORP [J019],"PLOT NO.55, GAT NO. 444/2 SUCCESS INDUSTRIAL PARK, OPPOSITE MAHINDRA & MAHINDRA VEHICLE GATE NO. 8, NIGHOJE, CHAKAN - 410501",21,1,DEEPAK AGARWAL,9822274871,dsagarwal@gmail.com,-,27AAOFJ2443C1ZI,9822274871,-,-,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,611,0.0,405,405
885,2018-07-03,10:29:58 AM,1,6,Sapl0031,0013,U3CG11712000001,"551,",2,2018-07-03,2018-07-03,10:30:00 AM,10:45:00 AM,2,10,84799090,3,-,-,-,S008,1,SHARADA INDUSTRIES - UNIT III [S008],"FII BLOCK,PLOT NO. 30/10/2,PIMPRI INDUSTRIAL AREA,MIDC",21,1,Mrs. Kanchan Pant,020 - 27120962,SHARADA@PN3.VSNL.NET.IN,AAZPM 6524 EXM 003,27AAZPM6524E1Z9,9422027481,-,27900001393V WEF 01/04/2006,SHARADA INDUSTRIES - UNIT III [S008],"FII BLOCK,PLOT NO. 30/10/2,PIMPRI INDUSTRIAL AREA,MIDC",21,1,Mrs. Kanchan Pant,020 - 27120962,SHARADA@PN3.VSNL.NET.IN,AAZPM 6524 EXM 003,27AAZPM6524E1Z9,9422027481,-,27900001393V WEF 01/04/2006,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,573,0.0,405,405
886,2018-07-04,9:44:23 AM,1,6,sapl0031,0014,U3CG11712000001,"551,",2,2018-07-04,2018-07-04,09:45:00 AM,09:55:00 AM,2,10,,3,-,-,-,S008,1,SHARADA INDUSTRIES - UNIT III [S008],"FII BLOCK,PLOT NO. 30/10/2,PIMPRI INDUSTRIAL AREA,MIDC",21,1,Mrs. Kanchan Pant,020 - 27120962,SHARADA@PN3.VSNL.NET.IN,AAZPM 6524 EXM 003,27AAZPM6524E1Z9,9422027481,-,27900001393V WEF 01/04/2006,SHARADA INDUSTRIES - UNIT III [S008],"FII BLOCK,PLOT NO. 30/10/2,PIMPRI INDUSTRIAL AREA,MIDC",21,1,KHANDAKUR,020 - 27120962,SHARADA@PN3.VSNL.NET.IN,AAZPM 6524 EXM 003,27AAZPM6524E1Z9,9422027481,-,27900001393V WEF 01/04/2006,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,573,0.0,405,405
887,2018-07-06,9:01:07 AM,1,6,Sapl0031,0015,U3CG11712000001,"551,",2,2018-07-06,2018-07-06,09:00:00 AM,09:10:00 AM,2,10,,3,-,-,-,S008,1,SHARADA INDUSTRIES - UNIT III [S008],"FII BLOCK,PLOT NO. 30/10/2,PIMPRI INDUSTRIAL AREA,MIDC",21,1,Mrs. Kanchan Pant,020 - 27120962,SHARADA@PN3.VSNL.NET.IN,AAZPM 6524 EXM 003,27AAZPM6524E1Z9,9422027481,-,27900001393V WEF 01/04/2006,SHARADA INDUSTRIES - UNIT III [S008],"FII BLOCK,PLOT NO. 30/10/2,PIMPRI INDUSTRIAL AREA,MIDC",21,1,Mrs. Kanchan Pant,020 - 27120962,SHARADA@PN3.VSNL.NET.IN,AAZPM 6524 EXM 003,27AAZPM6524E1Z9,9422027481,-,27900001393V WEF 01/04/2006,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,573,0.0,405,405
888,2018-07-06,2:45:40 PM,1,6,sapl0031,0016,4100142798,"563,",3,2018-07-06,2018-07-06,03:30:00 PM,03:45:00 PM,2,10,,3,-,-,-,M030,1,MADHEPURA ELECTRIC LOCOMOTIVE PVT. LTD. [M030],"E-Loco Saharanpur Depot, Opp. East Cabin Khanalampura Yard, Northern Railway, Saharanpur 247001",33,1,Sandeep Kumar,-,sandeep.r.kumar@alstomgroup.com,-,09AAKCM0652P1ZX,-,-,-,MADHEPURA ELECTRIC LOCOMOTIVE PVT. LTD. [M030],"E-Loco Saharanpur Depot, Opp. East Cabin Khanalampura Yard, Northern Railway, Saharanpur 247001",33,1,Sandeep Kumar,-,sandeep.r.kumar@alstomgroup.com,-,09AAKCM0652P1ZX,-,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,586,0.0,697,697
889,2018-08-03,2:45:40 PM,1,6,sapl0031,0017,PROTOD/2018-19/-1481,"587,",2,2018-08-03,2018-08-03,02:30:00 PM,02:40:00 PM,2,10,,3,-,-,-,P012,1,PROTO D ENGINEERING [P012],"Plot No-57/357,,Waghjainagar, kharabwadi chakan,Chakan,Pune-410501",21,1,Mr. Shirse,7447439712,purchase@protodengineering.com,AAKFP4660PEM004,27AAKFP4660P1ZI,7447439712,-,-,PROTO D ENGINEERING [P012],"Plot No-57/357,,Waghjainagar, kharabwadi chakan,Chakan,Pune-410501",21,1,Mr. Shirse,7447439712,purchase@protodengineering.com,AAKFP4660PEM004,27AAKFP4660P1ZI,7447439712,-,-,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,610,0.0,405,405
890,2018-08-03,3:36:23 PM,1,6,sapl0031,0018,4100001338,"590,",2,2018-08-03,2018-08-03,03:45:00 PM,04:00:00 PM,2,1,,5,-,-,-,A013,1,ALF ENGINEERING PVT.LTD  [A013],"Plot No.A-1/3,MVML Supplier Park,Phase-IV,Village-Nigoje,MIDC-Chakan",21,1,Mr. Arun Patil,2382034-2380103,alfnsk@dataone.in,AAFCA6242GEM007,27AAFCA6242G1ZT,09765260642,2386820,27180524522-V,ALF ENGINEERING PVT.LTD  [A013],"Plot No.A-1/3,MVML Supplier Park,Phase-IV,Village-Nigoje,MIDC-Chakan",21,1,Mr. Arun Patil,2382034-2380103,alfnsk@dataone.in,AAFCA6242GEM007,27AAFCA6242G1ZT,09765260642,2386820,27180524522-V,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,613,0.0,405,405
891,2018-08-07,9:22:08 AM,1,6,sapl0031,0019,PUOR18001718,"593,",3,2018-08-07,2018-08-07,09:30:00 AM,09:45:00 AM,2,1,,3,-,-,-,S011,1,SHANTI IRON & STEEL [S011],"690, UDYAMBAG,INDUSTRIAL ESTATE,",17,1,shantilal Porwal,"0831-2440972/3, 2442122",svp@shantiiron.net,AAFFS4372N-XM001,29AAFFS4372N1ZJ,9945221972,0831-2440975,-,SHANTI IRON & STEEL [S011],"690, UDYAMBAG,INDUSTRIAL ESTATE,",17,1,shantilal Porwal,"0831-2440972/3, 2442122",svp@shantiiron.net,AAFFS4372N-XM001,29AAFFS4372N1ZJ,9945221972,0831-2440975,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,616,0.0,295,295
893,2018-08-13,1:38:06 PM,1,6,Sapl0031,0020,PNEDL02642,"554,",2,2018-08-13,2018-08-13,01:30:00 PM,01:45:00 PM,2,10,84799090,3,-,-,-,A035,1,ATLAS COPCO (INDIA) LIMITED [A035],"S.No.65/2B, Gat no. 133,134/1, 134/2, 139,147,145,146,Village Mahalunge Taluka-Khed,Chakan,Pune 410501",21,1,Kailash Kabra,-,kailash.kabra@in.atlascopco.com,-,27AAACA4074D1Z2,91 9370870722,-,-,MODEL INFRA CORPORATION PVT. LTD. [M028],"Plot No. 10, Gat. No. 679/2, Balaji Industrial Area,
A/P. Kuruli, Chakan,
Tal - Khed, Dist - Pune - 410 501",21,1,Mr. S.S.Patil,-,abc@dcnsdjn.com,-,27AADCM7125J1ZC,-,-,27AADCM7125J1ZC,0,0.0,0,0.0,0,0.0,32,0,0.0,0,0.0,95,0,0,0,0.0,0,0.0,576,0.0,405,405
894,2018-08-18,9:40:15 AM,1,6,Sapl0031,0021,4100001782,"596,",2,2018-08-18,2018-08-18,10:00:00 AM,10:15:00 AM,2,1,,3,-,-,-,A013,1,ALF ENGINEERING PVT.LTD  [A013],"Plot No.A-1/3,MVML Supplier Park,Phase-IV,Village-Nigoje,MIDC-Chakan",21,1,Mr. Arun patil,2382034-2380103,alfnsk@dataone.in,AAFCA6242GEM007,27AAFCA6242G1ZT,09765260642,2386820,27180524522-V,ALF ENGINEERING PVT.LTD  [A013],"Plot No.A-1/3,MVML Supplier Park,Phase-IV,Village-Nigoje,MIDC-Chakan",21,1,Mr. Arun patil,2382034-2380103,alfnsk@dataone.in,AAFCA6242GEM007,27AAFCA6242G1ZT,09765260642,2386820,27180524522-V,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,619,0.0,405,405
895,2018-08-20,11:40:02 AM,1,6,sapl0031,0022,PO_8564,"592,",2,2018-08-20,2018-08-20,11:30:00 AM,11:45:00 AM,2,4,,3,-,-,-,A002,1,ANUSAYA AUTO PRESS PARTS PVT LTD. [A002],"Gat No.288,Mahalunge, Talegaon - chakan Road, Tal:Khed",21,1,Mr. Anil Bhosale,021-259026,mail@domain.com,AACCA3246KXM001,27AACCA3246K1ZP,9881700821,02135-259090,27620410014V 01/04/2006,ANUSAYA AUTO PRESS PARTS PVT LTD. [A002],"Gat No.288,Mahalunge, Talegaon - chakan Road, Tal:Khed",21,1,Mr. Anil Bhosale,021-259026,mail@domain.com,AACCA3246KXM001,27AACCA3246K1ZP,9881700821,02135-259090,27620410014V 01/04/2006,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,615,0.0,405,405
896,2018-08-20,4:48:08 PM,1,6,sapl0031,0023,IND4328704,"594,",2,2018-08-21,2018-08-21,08:30:00 AM,08:45:00 AM,2,1,,3,-,-,-,C004,1,CUMMINS INDIA LIMITED [C004],KOTHRUD,21,1,Rahul Dandgule,25385435 EXT - 3135,adesh.a.sheth@cummins.com,AAACC7258BST001,27AAACC7258B1ZW,9881949602,-,27410344315/V DT 01/04/06,CUMMINS INDIA LIMITED [C004],KOTHRUD,21,1,Rahul Dandgule,25385435 EXT - 3135,adesh.a.sheth@cummins.com,AAACC7258BST001,27AAACC7258B1ZW,9881949602,-,27410344315/V DT 01/04/06,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,617,0.0,405,405
897,2018-08-31,5:14:38 PM,1,6,sapl0031,0024,DHPO1819_000083,"595,",3,2018-08-31,2018-08-31,05:15:00 PM,05:30:00 PM,2,6,,3,-,-,-,A034,1,AUTOLINE INDUSTRIES LTD. (DHARWAD) [A034],"Plot No.180D A, Belur Industrial Area, Dharwad 580011,",17,1,pravin.shinde,-,pravin.shinde@autolineind.com,AABCA4534DEM009,29AABCA4534D1Z0,29100699230,-,-,AUTOLINE INDUSTRIES LTD. (DHARWAD) [A034],"Plot No.180D A, Belur Industrial Area, Dharwad 580011,",17,1,pravin.shinde,-,pravin.shinde@autolineind.com,AABCA4534DEM009,29AABCA4534D1Z0,29100699230,-,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,618,0.0,304,304
912,2018-09-11,9:13:39 AM,1,6,sapl0031,0025,PROTOD/2018-19/-2004,"600,",2,2018-09-11,2018-09-11,09:10:00 AM,09:20:00 AM,2,6,,3,-,-,-,P012,1,PROTO D ENGINEERING [P012],"Plot No-57/357,,Waghjainagar, kharabwadi chakan,Chakan,Pune-410501",21,1,Mr. Shirse,7447439712,purchase@protodengineering.com,AAKFP4660PEM004,27AAKFP4660P1ZI,7447439712,-,-,PROTO D ENGINEERING [P012],"Plot No-57/357,,Waghjainagar, kharabwadi chakan,Chakan,Pune-410501",21,1,Mr. Shirse,7447439712,purchase@protodengineering.com,AAKFP4660PEM004,27AAKFP4660P1ZI,7447439712,-,-,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,623,0.0,405,405
915,2018-09-11,5:00:09 PM,1,6,sapl0031,0026,2450003222,"512,",2,2018-09-12,2018-09-12,10:00:00 AM,10:15:00 AM,2,10,,3,-,-,-,T002,1,TATA MOTORS LTD [T002],MPLP PIMPRI PLANT - 411018,21,1,Mr. Mayur Gaikwad,-,asdfg@tatamotors.com,"PIMPRI - AACT2727QXM003, CHINCHWAD - AAACT2727QXM007",27AAACT2727Q1ZW,-,-,27390247811V DT.01/04/08,ANUSAYA AUTO PRESS PARTS PVT LTD. [A002],"Gat No.288,Mahalunge, Talegaon - chakan Road, Tal:Khed",21,1,Mr. Arun Metange,021-259026,mail@domain.com,AACCA3246KXM001,27AACCA3246K1ZP,9881700821,02135-259090,27620410014V 01/04/2006,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,532,0.0,405,405
916,2018-09-15,11:22:26 AM,1,6,Sapl0031,0027,verbalsep12,"601,",2,2018-09-15,2018-09-15,11:30:00 AM,11:45:00 AM,2,1,,3,-,-,-,S033,1,SUMAN ELECTRICALS [S033],"G BLOCK, G/111/1,CHAKAN INDUSTRIAL AREA, PHASE III, KURULI, TAL. KHED, PUNE 410501",21,1,Mr. Gaurav,-,sales2@sumanelectricals.net,-,27AGJPB6158R1ZR,7709003453,-,-,SUMAN ELECTRICALS [S033],"G BLOCK, G/111/1,CHAKAN INDUSTRIAL AREA, PHASE III, KURULI, TAL. KHED, PUNE 410501",21,1,Mr. Gaurav,-,sales2@sumanelectricals.net,-,27AGJPB6158R1ZR,7709003453,-,-,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,626,0.0,405,405
917,2018-10-08,11:41:22 AM,1,6,sapl0031,0028,PO_8001,"589,",2,2018-10-08,2018-10-08,11:30:00 AM,11:45:00 AM,2,10,,3,-,-,-,A002,1,ANUSAYA AUTO PRESS PARTS PVT LTD. [A002],"Gat No.388,Mahalunge, Talegaon - chakan Road, Tal:Khed",21,1,Mr. Arun Metange,021-259026,mail@domain.com,AACCA3246KXM001,27AACCA3246K1ZP,9881700821,02135-259090,27620410014V 01/04/2006,ANUSAYA AUTO PRESS PARTS PVT LTD. [A002],"Gat No.388,Mahalunge, Talegaon - chakan Road, Tal:Khed",21,1,Mr. Arun Metange,021-259026,mail@domain.com,AACCA3246KXM001,27AACCA3246K1ZP,9881700821,02135-259090,27620410014V 01/04/2006,0,0.0,0,0.0,0,0.0,32,0,0.0,0,0.0,95,0,0,0,0.0,0,0.0,612,0.0,405,405
918,2018-10-12,1:23:47 PM,1,6,sapl0031,0029,PUOR18002586,"604,",3,2018-10-12,2018-10-12,01:30:00 PM,01:40:00 PM,2,1,,3,-,-,-,S011,1,SHANTI IRON & STEEL [S011],"690, UDYAMBAG,INDUSTRIAL ESTATE,",17,1,shantilal Porwal,"0831-2440972/3, 2442122",svp@shantiiron.net,AAFFS4372N-XM001,29AAFFS4372N1ZJ,9945221972,0831-2440975,-,SHANTI IRON & STEEL [S011],"690, UDYAMBAG,INDUSTRIAL ESTATE,",17,1,shantilal Porwal,"0831-2440972/3, 2442122",svp@shantiiron.net,AAFFS4372N-XM001,29AAFFS4372N1ZJ,9945221972,0831-2440975,-,0,0.0,0,0.0,0,0.0,33,0,0.0,0,0.0,0,0,1,0,0.0,0,0.0,629,0.0,295,295
919,2018-10-20,1:16:40 PM,1,6,sapl0031,0030,4300035047,"602,",2,2018-10-20,2018-10-20,02:30:00 PM,02:40:00 PM,2,4,,3,-,-,-,J020,1,"JBM AUTO LIMITED, NASHIK [J020]","71-72, MIDC, Satpur,,422007,Nashik",21,1,Mr. Bijay Agarwal,-,bijay.agrawal@jbmgroup.com,-,27AAACJ9630N1Z4,-,-,-,"JBM AUTO LIMITED, NASHIK [J020]","71-72, MIDC, Satpur,,422007,Nashik",21,1,Mr. Bijay Agarwal,-,bijay.agrawal@jbmgroup.com,-,27AAACJ9630N1Z4,-,-,-,0,0.0,0,0.0,0,0.0,31,0,0.0,0,0.0,94,0,0,0,0.0,0,0.0,627,0.0,405,405
